wallet_address,heuristic_entity_group,embedding_cluster_id,final_cluster_id,confidence_score
bc1q3wtaqy84axd4nvluzz96j7v36t04zlz5k0ygxk,ENTITY_01213,13,ENTITY_01213,0.94
bc1qvn4wsk2nedq45cypv7a6tj6ex4zhfsjkmfw70q,ENTITY_05342,10,ENTITY_05342,0.94
bc1qqmcef860c6rvp4dzqk6yvj2h0zm9v4au8625wq,ENTITY_05343,10,ENTITY_05343,0.94
bc1pslrtczflzldcu9n575xxps4wfnnqde3repvyaunvg4yard83cstej87m0g,ENTITY_01214,13,ENTITY_01214,0.94
bc1p4fjtfw49wktww8jzxl38vyf3wux4gkzueutrtfnt5c5ejy8f008sar408p,ENTITY_01214,13,ENTITY_01214,0.94
bc1qan5p8532xey54xds9j09dzpaw9zry4dv66pxaklsmshtv626dzlu7j423s,ENTITY_05344,10,ENTITY_05344,0.94
bc1q4w3n39v5fm639jcanxxykce85dns8n0ugd5cum,ENTITY_05345,10,ENTITY_05345,0.94
34DEWZXUZ3MHaZoqqnUqKj1Ffw8cxgP,ENTITY_05346,10,ENTITY_05346,0.94
bc1pe4aa2vqtqafytcc44u7gc693wfprzv0auvgmpdhaz5s6khkm7t3j40tdkp,ENTITY_01215,13,ENTITY_01215,0.94
bc1psmd6ezj3cavk6ljjlmrmyfe0zk987u4nmmgt857hf76tjwzf2jx2m6z097,ENTITY_01215,13,ENTITY_01215,0.94
bc1psnrqpycr70exk8pdmr9fv0jypmyenkhj5xuprurttgcy5mmdq4w4rfacg5,ENTITY_01215,2,ENTITY_01215,0.94
3AvXm3eh2ptcTxU1o4PnJ1zXQrVUp,ENTITY_01216,2,ENTITY_01216,0.94
3i78BbUeB9CB2YKAe9qMYXcebCpkuXThW,ENTITY_01216,2,ENTITY_01216,0.94
bc1qlu4km4jn4g0gs9jhwk99ffunfgqgk9lw4uahuq,ENTITY_05347,10,ENTITY_05347,0.94
bc1qs7z4gvlr4e95x270grl803jvx8d8pzpn05nxr9,ENTITY_05348,10,ENTITY_05348,0.94
bc1p2d38hpgxxhp4epykw47cj0km8pm8uv0zafr6lqakjyftvqvjmrucvskk5u,ENTITY_05349,10,ENTITY_05349,0.94
3MtR6KttuXFTBuQpDW4STrhLB4oM,ENTITY_01217,2,ENTITY_01217,0.94
37kz8iLncFN2n2YgLe9mNLickmg8XK,ENTITY_01217,2,ENTITY_01217,0.94
3sZnS7Ho7aFdmej7TqJDyKs6F6W4Fv,ENTITY_01217,2,ENTITY_01217,0.94
3zLFBrpEZ4NY66ykGfVoGGV2RYPZqkh8vU,ENTITY_01218,2,ENTITY_01218,0.94
3kCX5JdjBL5RGqGFw1SBLRTNsUuh,ENTITY_01218,2,ENTITY_01218,0.94
3p1cD1z3dwtnz555meMWdM7UNjq,ENTITY_01219,3,ENTITY_01219,0.94
3iqMckwzoYMNSS8k7zwXknMqeMC7HcRG,ENTITY_01219,3,ENTITY_01219,0.94
3hsSWKEZMuwS6mXVYKB5SWWQnkPoe,ENTITY_01219,3,ENTITY_01219,0.94
3g28nhSnKSDiDh9KA5Z64BD9G47k1R,ENTITY_01219,3,ENTITY_01219,0.94
3H5KMs8PianhFDTfotrJt9bNP2vz,ENTITY_01219,3,ENTITY_01219,0.94
121TWzeqMRxnvoLZ8y6fXGKcV3f13hR,ENTITY_05350,10,ENTITY_05350,0.94
3eJSwR4RZf6NG5y1uMGkFa76XPNM1xFg,ENTITY_05351,10,ENTITY_05351,0.94
bc1puehpf9q9xhmaahvmv4qf8ns5vah2wy4dg6tx97t392ra90dz5gnlj4m6x3,ENTITY_01220,3,ENTITY_01220,0.94
bc1pnef5s2zm3q9pzphjr99573k3tks2w8u46vz38ey94dfuwafvn675jttcf6,ENTITY_01220,11,ENTITY_01220,0.94
bc1py2qctynayhffmv3canqlxwpgxf2czx70m8pujf44qd8wzsjr2cxuu42250,ENTITY_01220,11,ENTITY_01220,0.94
bc1pt3swqxgdfd8h8sp03ahhteshl74eady7lec3rk5k084qexj4kr245fasuv,ENTITY_01220,11,ENTITY_01220,0.94
bc1pzvh5dqtwx8vkedqunentppc5zhn5aap224fsthg382x688p02cz02cvqpv,ENTITY_01220,11,ENTITY_01220,0.94
3fQL1Ahd8oMVNsvFHWvpkt1oBh1MJze,ENTITY_05352,10,ENTITY_05352,0.94
bc1qzgtkaefvcw7n0ha5czrflwzs6q95z83dvqgu84,ENTITY_05353,10,ENTITY_05353,0.94
39TG7FD9funkMBKTqsMfogFYz5p,ENTITY_05354,10,ENTITY_05354,0.94
bc1qwyxs3whfhjv49f46ut52p3de4pvtkj4qmw6nr9,ENTITY_05355,10,ENTITY_05355,0.94
3uZj7Psg675uzYF5Vurgoq1gZ3y,ENTITY_05356,10,ENTITY_05356,0.94
bc1peqpx27872zjp2uz3v9k289l876tke9h60me3c4pj5ccq62kwcln2y7yyv6,ENTITY_05357,10,ENTITY_05357,0.94
3LnRTAwVyT85Vk1k4FuqTt14Qfz,ENTITY_01221,2,ENTITY_01221,0.94
3E4JFMGh3VbWjMLAmXJAi8EoutPr,ENTITY_01221,14,ENTITY_01221,0.94
3gqs8sk4eU4y3DLH1NDepQbVVp6,ENTITY_01221,14,ENTITY_01221,0.94
3jYc7aLZNf2MNy7WatXPMmDHCrZ,ENTITY_01221,14,ENTITY_01221,0.94
3p2BDc8jix5Ptf9gdEnURUu4jBn,ENTITY_01221,14,ENTITY_01221,0.94
3YgQCkwNnayM8X2zNhXMfS4E9EDo7z,ENTITY_01221,14,ENTITY_01221,0.94
35Kakm3Csbd3QpBsLyG9xjVPRZqqd,ENTITY_01221,14,ENTITY_01221,0.94
3sd3MN2kM2sUxDTWzgo3xHx31Q1Pszs2j,ENTITY_01222,7,ENTITY_01222,0.94
3WECZCkyuiRnAJnkQaiPkdYLyy2grcpD1,ENTITY_01222,7,ENTITY_01222,0.94
3QUJHwQ8zdMpkke8QShWKAf7V9YP,ENTITY_01222,7,ENTITY_01222,0.94
3XruSXJmoeTrfq1HciKWBCxmwYYD,ENTITY_01222,7,ENTITY_01222,0.94
34UfRNpSUo3g1GU4Jvr9depmho3c,ENTITY_01222,7,ENTITY_01222,0.94
38Y1CbvDMmtCH7j8yWDBazwUcuLFu1TM,ENTITY_01222,7,ENTITY_01222,0.94
33ocyWV7d9iJFSCcwjQ4MWk7CEXvXAx8S,ENTITY_01222,7,ENTITY_01222,0.94
3CdemRPHPwTvH34efSoBadDZEMEnFV,ENTITY_01222,7,ENTITY_01222,0.94
bc1qjrkwj36ekppdd8k3w4qcqf06wl9kspxwpwpak9,ENTITY_01223,1,ENTITY_01223,0.94
bc1q6n02q2lmw89kn90ex0h58cx846qpe0hj066hex,ENTITY_01223,1,ENTITY_01223,0.94
1TQVsS9mDB8Xs3UhiefFwmBfgcQSe3g,ENTITY_05358,10,ENTITY_05358,0.94
bc1qlgaz4g5pyufz6ehulela78vqsdlgqzemdg4mck,ENTITY_01224,1,ENTITY_01224,0.94
bc1q0eapmylkqqdynrsdq9kdykqqhdhvn5jt44ey3y,ENTITY_01224,1,ENTITY_01224,0.94
bc1qkuqe024tv9gc6ayzapnr0pwpfe4k9l00pgcmy5,ENTITY_01225,1,ENTITY_01225,0.94
bc1qfqdvmtmp7nw5y3ugcln9m0zhm5rhfak8ugp7pc,ENTITY_01225,1,ENTITY_01225,0.94
bc1qtuqthjhfru7tf2r9gekdtsasyy6mahzrl427td,ENTITY_05359,10,ENTITY_05359,0.94
1uZjhUAArTwpRx1jvbctC9tsb5LunTi,ENTITY_05360,10,ENTITY_05360,0.94
bc1qjk0t4t5e28x0znaneqwnfgvvr7t8yumus9u7qj,ENTITY_01226,1,ENTITY_01226,0.94
bc1q7ty58wj29sj4nxhmkuyr5eswuw5zeqyk7j20gx,ENTITY_01226,1,ENTITY_01226,0.94
bc1qek3pzdlz02wssgar2dezfvyl6fhaam36ej9w6r,ENTITY_01227,1,ENTITY_01227,0.94
bc1qgkpquzdetmrm92utcf82jqwm8jmgeflqnyfsuv,ENTITY_01227,1,ENTITY_01227,0.94
bc1qw4sc2f0jql9u0jw3ccr4s7rr6r0yrukxev4gys9tq22jxl4eycz4ms9438,ENTITY_01228,1,ENTITY_01228,0.94
bc1qvmehqg4y4m58uxh72r4tnt298xj238j8jq9dhev8j265fq82pxunzfrnnm,ENTITY_01228,1,ENTITY_01228,0.94
bc1q3r4ya9ua7yfld92mmd6gujefnr4mfu2yqafxgsuvehq3sm9cxrs7fjldku,ENTITY_05361,10,ENTITY_05361,0.94
bc1qxzdnkj7aqzlwmmt3t5tfpug608lm2zf5zlzq5c,ENTITY_01229,5,ENTITY_01229,0.94
bc1qg78a2uq00d9tz8y2w97226s9utfmhrvh9kwlvy,ENTITY_01229,5,ENTITY_01229,0.94
3EVDUp5iWzzkJFRNButBZRy1nAV,ENTITY_05362,10,ENTITY_05362,0.94
bc1qmqtengvc8mkkmuuq4l0qxwc2vtt8dwdtxyff4g,ENTITY_05363,10,ENTITY_05363,0.94
bc1qhkqjtvegkvhts24tjyp3cw4fcg2jqnnkhtzfjh,ENTITY_05364,10,ENTITY_05364,0.94
bc1pcuwcl2aa3cj0pl9sq4m76s7ay695ywdh3elhe2k4f75tl737vfcsvkwnl9,ENTITY_05365,10,ENTITY_05365,0.94
bc1qvha78u3zlyku99alrtvwly8a6jwx5u4qrpe486,ENTITY_05366,10,ENTITY_05366,0.94
bc1q85qd8ulyem5s90h34c4ttvc74tdhahelsz7whr,ENTITY_05367,10,ENTITY_05367,0.94
3sAwSYj4WzsunmVE3Dvqv1Y3zTrPy7ioHU,ENTITY_05368,10,ENTITY_05368,0.94
bc1ppqumuprajacfa5z62fcuk5plt278uza9tluzjjh8rzh0zzuemhx754n3ea,ENTITY_05369,10,ENTITY_05369,0.94
bc1qskjl43km4ll53rrw42x5vu7t0z8u7zw7tun44m,ENTITY_05370,10,ENTITY_05370,0.94
bc1qknwcljtkxthy3jmf7pxhategjz3jqpwh638v6g,ENTITY_05371,10,ENTITY_05371,0.94
bc1q2a8gkvhehu84esk5dyrkn9h34pu2vv4qq20dwt,ENTITY_01230,5,ENTITY_01230,0.94
bc1qm0ala3u8y094r9uav4ad0gf5vpkp2h5xd4zzfc,ENTITY_01230,5,ENTITY_01230,0.94
bc1qfcyx9fzay6dgzx5sp4jq78mm58sgpsjark2u0h,ENTITY_05372,10,ENTITY_05372,0.94
bc1quml3fetvyhgqwprm6rw9gc9hj8ght50yua02yp,ENTITY_01231,5,ENTITY_01231,0.94
bc1q9cep6d6ef2ufkrdqa5zyqshc6s3rnz3rdjscg4,ENTITY_01231,5,ENTITY_01231,0.94
bc1p7fvmghh74rxknh2fpc5x2rwux80vatum8pcmudvnsmcp9km90zp2ghdnsu,ENTITY_05373,10,ENTITY_05373,0.94
bc1q2xveghev8zfhs2ye23wwg8dj2ghd4x76fsewvtsxac4zgdu9gceuaap2ud,ENTITY_05374,10,ENTITY_05374,0.94
3FKw9nJfNQCps4tVb1s8ac3t9po,ENTITY_05375,10,ENTITY_05375,0.94
bc1pge53s3lwsqxkfhn6jkc3md9ge2dnz4knk744zvy3f28gxa9dwnqxgmsnwu,ENTITY_01232,13,ENTITY_01232,0.94
bc1pyfkn5wmq8ue7knlnhv5wejw7ln7svpyer2wtdx7lx4wkvc8hsdjjxkrwv8,ENTITY_01232,6,ENTITY_01232,0.94
bc1pve5qsne5d7gfdfm4s8j6ngwce3z22mx4zyhag5s4wht4u9qd56lhux5szq,ENTITY_01232,6,ENTITY_01232,0.94
bc1pqss37qkqv73mc3qn0xqh0xsz4rcpkaee58mm9hv3g3t59mkkrhqexzfuzg,ENTITY_01232,6,ENTITY_01232,0.94
bc1pmme8uxpdyjhr7z5p7p4nkh8ygckrxh2874xrwrlqqt3phn2fqzyex3u5ec,ENTITY_01232,6,ENTITY_01232,0.94
bc1pugfpdzfzuzfshg4d9c3vel8tw3y6gck0r7p07qz3ng23mur90lh97cqd08,ENTITY_01232,13,ENTITY_01232,0.94
bc1q7symj70sdpz3sqdsyz3fmtm8y9y5ela59npegw,ENTITY_05376,10,ENTITY_05376,0.94
1S4EM34EnbSSAqhTquj7sHSE2vueCwY,ENTITY_05377,10,ENTITY_05377,0.94
bc1pp0qv45hmzfpa7356a7m43utxz5fq0anycj6t3h2r47nre3qrxhmx3mhtgz,ENTITY_01233,13,ENTITY_01233,0.94
bc1p2x7xa5hezr8z7yyqw38g43kg9nux9ks098m0rtqxkya0w09yz3nluj2qrm,ENTITY_01233,13,ENTITY_01233,0.94
bc1q27hesdmkp5w6fvl4qthlr94c5cmhmeewmf3ws4,ENTITY_05378,10,ENTITY_05378,0.94
3vZAnfAMWZErRXtpARWRjesPnKTq42,ENTITY_01234,13,ENTITY_01234,0.94
3BvruYMbDemmoUpLaZhFsGjSXEv8,ENTITY_01234,13,ENTITY_01234,0.94
14CwiAzuSXrYDC8JgFuHJom7Qr6,ENTITY_05379,10,ENTITY_05379,0.94
bc1qxltnplegkm0mex6l7apqmwrsqz7w2fskgm6gvp,ENTITY_01235,13,ENTITY_01235,0.94
bc1q9qgcejsf5eymv4p396ll7xjpv8jvfg6xvkfw0n,ENTITY_01235,13,ENTITY_01235,0.94
bc1qsalq37cefnp7tysc8vvyf0cdkgvdkk6nx037k8,ENTITY_01235,2,ENTITY_01235,0.94
bc1p6tsa6r2qzyknhru02p8dapru4jrptsl3g4ef5yfu8pspgcadk0cgg62k9t,ENTITY_01236,2,ENTITY_01236,0.94
bc1p25m4e0axp04t58s8n0cwsxkds4fmp0v32xfg2dum8lvzsctn44sqy2yf78,ENTITY_01236,2,ENTITY_01236,0.94
bc1puy7x3gg6c757hlgkvkchf28dyznjtmj3tqd94an43nvwymau3zwf4jzh5w,ENTITY_05380,10,ENTITY_05380,0.94
bc1q7z0t55nrrdtfmm2n6ax46d650peg99jrh78grn,ENTITY_05381,10,ENTITY_05381,0.94
1cpfkc5NYA8WXqeR5tEtfBvhz9nY9of,ENTITY_05382,10,ENTITY_05382,0.94
bc1qvf6y000zslq54yhpddx0cck9gtmygmrzvgfvv4,ENTITY_01237,2,ENTITY_01237,0.94
bc1qdkywmhs3t7nxy7cz9yjngu044hf9rj09vyrvcz,ENTITY_01237,2,ENTITY_01237,0.94
bc1p9d96v9t6y3qfn4skln3a0rtkns3p697ukh5c77sgp3pqhjjsnrhmhhkyl8,ENTITY_05383,10,ENTITY_05383,0.94
bc1q4ve0dj7zcdt222y3eu0rt90jhz64efm062h5ne,ENTITY_01238,2,ENTITY_01238,0.94
bc1qx3s4kn0wmpdxw8h8dpwmuu84ww4ez47rfhtgwz,ENTITY_01238,2,ENTITY_01238,0.94
bc1p7ctu4dg6855864f6hve4t2svnk6fkce4hm2996nykspa07rq7qgrdrk8t4,ENTITY_05384,10,ENTITY_05384,0.94
bc1q4jjhafhve58lxzyrp2u62sv22a46wres2gg4kv,ENTITY_01239,2,ENTITY_01239,0.94
bc1qphat65vkn22ls0unpkf6yradmrgcu93d09hx3y,ENTITY_01239,2,ENTITY_01239,0.94
bc1qwf07cqtrx8h3vxclsgpxvsngc6m0wjlsjetqcv,ENTITY_01240,2,ENTITY_01240,0.94
bc1qer8q9gtaj6kp4cjfxypamlf0rsgcn9p9zkdgv5,ENTITY_01240,2,ENTITY_01240,0.94
bc1qw4hj5wvfg4xlv282x8awalrzymnyxceadgv7lh,ENTITY_05385,10,ENTITY_05385,0.94
bc1qw0lg54w7lv8r22zcmekrq34dj2r7690s4ju6dy,ENTITY_05386,10,ENTITY_05386,0.94
bc1qw5tuvfk46qgc8ujexnhzpu9kakvn0ughxpana2,ENTITY_01241,11,ENTITY_01241,0.94
bc1qxlsada8asrf03nknc0teuqmmdqlwytl2njsum3,ENTITY_01241,11,ENTITY_01241,0.94
bc1qzu5y0y56ksvlrvjsq4udfd0fwcy2rqhz4zcxv5,ENTITY_01242,11,ENTITY_01242,0.94
bc1qgtd8878mevxcwlwvdasfvdl7wvd8jfvhuvs5r0,ENTITY_01242,11,ENTITY_01242,0.94
bc1p7d42rw99e6ussumuvgqay9xess8fel9ar84wa3pk3yyn5887j2c9ngfunp,ENTITY_01243,11,ENTITY_01243,0.94
bc1p9224dap8r0ku3w98zpntsez8fksatewx4ryqmmur3gkupd53zc3f2wh3le,ENTITY_01243,11,ENTITY_01243,0.94
bc1pwldcjvjcc9zu8w4campf8m083cteqckqwrah8pyj7z4qzjfyktppsryxvm,ENTITY_05387,10,ENTITY_05387,0.94
3U7RCz5kDkSqrLBdn1j8YnpRMh7sTWx,ENTITY_01244,3,ENTITY_01244,0.94
3MQ2Vb7ME5mSa8UidiNoEwyqbpHV8shjk,ENTITY_01244,3,ENTITY_01244,0.94
3siBoabYhdtnTudYdmPirvjwy4Sot,ENTITY_01244,3,ENTITY_01244,0.94
3mS4WNKwkovFtmBxTME7Yd6mubyVqBcz,ENTITY_01244,3,ENTITY_01244,0.94
3DtrdzcxYAz8WzCi4a9uN3i8V3rpY,ENTITY_01244,3,ENTITY_01244,0.94
3gxiMefwBbqWzyUVwF9esaLFeePv72g,ENTITY_01244,3,ENTITY_01244,0.94
1zaGR65RkUvverHrAz7BcMrysHeXgUu8V,ENTITY_05388,10,ENTITY_05388,0.94
bc1qlpytp3nw97x4jt86xwj37kznprznxytfmmrxln,ENTITY_05389,10,ENTITY_05389,0.94
bc1qju45rs6k7cflhfuzxvrhlpadjl3pnegv78swjz,ENTITY_05390,10,ENTITY_05390,0.94
1CnY2MDtPciBBSqc9uACCKvzHPtczL,ENTITY_05391,10,ENTITY_05391,0.94
bc1qdkdnujykczkgzy7vyykwmn0gw5n5ked96mkavv6dcmu3xqpjy4tz6m9quu,ENTITY_05392,2,ENTITY_05392,0.94
32L53xM1Xn7ECRFBZeow8E6MyyfyiZ1,ENTITY_05393,10,ENTITY_05393,0.94
bc1qeet89tem0ufu79mdyk725pfeq83gvu2fs6z4s7,ENTITY_01245,7,ENTITY_01245,0.94
bc1qs4d8lv4kcg4sspk8pyzjteacla23kaw3dlv0dl,ENTITY_01245,1,ENTITY_01245,0.94
bc1q0c8mc9acd53mfk0f34405sfrl4ke28gt0g25yq,ENTITY_01245,7,ENTITY_01245,0.94
bc1qxauykly6vye655ma567307kqwsydepfjp7p6nv,ENTITY_01245,7,ENTITY_01245,0.94
bc1quxwaf8lj6m9csr03zudsfhrjjauyjtusz55ffe,ENTITY_01245,7,ENTITY_01245,0.94
bc1ql9g2hc2ttdz3tz6f75gmaaypfjclufggl9hg8d,ENTITY_01245,7,ENTITY_01245,0.94
bc1qvnpwmjuk4w4g5dpsh49hl3vrvzrh9tejgqrlnz,ENTITY_01245,7,ENTITY_01245,0.94
bc1qdd7t7us7slulmuegc2wf6k2trgzh4mcpxytg67,ENTITY_05394,10,ENTITY_05394,0.94
bc1q92ct63a9pftjtd9274k8l65qlx9sjvdhctpghl,ENTITY_05395,10,ENTITY_05395,0.94
bc1p24c0p35ddmjuvlhyu4kw7vvusmzqp2726hn03xsugey376c4up6jjlmajk,ENTITY_05396,10,ENTITY_05396,0.94
bc1quf7gk28g2q0syxwjscfvp4a694mcy94k9dmpc6,ENTITY_01246,1,ENTITY_01246,0.94
bc1q2gqheplwc3jc7j6f692tfywsjletf2p77xdd93,ENTITY_01246,1,ENTITY_01246,0.94
1UH8DGffuA8xsBUVYN1ahEjBsVFXmoT,ENTITY_01247,7,ENTITY_01247,0.94
1qpMPLnKiByvgEpHtRFNtH9tmpx,ENTITY_01247,7,ENTITY_01247,0.94
1LA2ndzM9CHDq5ZB8n4EtR7oHEuYtC,ENTITY_01247,7,ENTITY_01247,0.94
14EWRC2YmiXAfrEQE8M4DHjrdnqn96Yw,ENTITY_01247,7,ENTITY_01247,0.94
1gAoEwG3jRd7anMqch2LMXpiNVXQfyir73,ENTITY_01247,7,ENTITY_01247,0.94
1gqDobgN7EsiuG96bRXG7HSLr7f,ENTITY_01247,7,ENTITY_01247,0.94
3u7SpJmGJDRiUYdE5NnFTnb1N7RYCK,ENTITY_01248,1,ENTITY_01248,0.94
3jRAbDX83eh4HUSAdCEQB8pHMhREhj,ENTITY_01248,1,ENTITY_01248,0.94
bc1qjtscnlvl2ac7mfn2qqcpmqydcfcupamcdlxa6z,ENTITY_05397,10,ENTITY_05397,0.94
1ZNp9E9MbmZYrKhHba8FwF4aYpdEcZp,ENTITY_05398,10,ENTITY_05398,0.94
bc1qg9arvfdzs60q3gu2nu9jc6erya2favh53rxxcj,ENTITY_05399,10,ENTITY_05399,0.94
bc1qyu6q83mxn3xtr8gaqyjvhpe2t8t8pj4hc5pwdn,ENTITY_01249,1,ENTITY_01249,0.94
bc1qwhtmrfwmm8pwvqq6dxh6znl5hfg80djrs4jjxd,ENTITY_01249,1,ENTITY_01249,0.94
bc1q34ngyps2782n83vz6y94sa394p2faz6fxjqtvu,ENTITY_05400,10,ENTITY_05400,0.94
bc1quwqqm4c35fxzjnrdy2pqa83srugzhuxguutcm2,ENTITY_05401,10,ENTITY_05401,0.94
bc1qju3fhamjj0etee8f8lj7u25gkxk7kw0fnuhrq4,ENTITY_01250,5,ENTITY_01250,0.94
bc1qw3q4mcxnnf0rwuzxqh5dtsxzdegrdfudl2u7k9,ENTITY_01250,5,ENTITY_01250,0.94
bc1q0lqlv8wp3c9ccskgj5c46r6n24884ddlgkekss,ENTITY_01251,6,ENTITY_01251,0.94
bc1qf343hkjmhnrrc3tl9xn0vveacx3y095f2484ly,ENTITY_01251,6,ENTITY_01251,0.94
bc1qa8sss69pgln9fgxlw2ws9rssm60h0dzv6x53jm,ENTITY_01251,6,ENTITY_01251,0.94
bc1q2ftk2zae57a5xmshp48j479f60t46x5dulgkjw,ENTITY_01251,6,ENTITY_01251,0.94
bc1q5jrefwy9nj2je5cupcc37xrcwz2g6l3wf3ve80,ENTITY_01251,6,ENTITY_01251,0.94
bc1qc6wssjq4xygjtz4e6r6e4mf8rxdq20td2508cc,ENTITY_01251,6,ENTITY_01251,0.94
bc1qryerjjpuxgmqzz95ey48rstec33z6lvwp8tf86,ENTITY_01251,6,ENTITY_01251,0.94
bc1qr8czm5j8ce9vwtymykvarkeq29unczxldvn0mt,ENTITY_01251,6,ENTITY_01251,0.94
bc1q5y92nmgmj9hwka3uxmvdp98a9hq9lrzjppk054,ENTITY_01251,6,ENTITY_01251,0.94
bc1qm0cum32xpfk6nk5vvtzg8uv6f374r7t60vhagz,ENTITY_01251,5,ENTITY_01251,0.94
bc1qtrzpzfs8hhaa4tandesek9zayr6tyku7m6g2pf,ENTITY_01251,6,ENTITY_01251,0.94
bc1q3r3nhukx9p0zqwmxuqjnazkg869ywy9mh7w8n2,ENTITY_01251,6,ENTITY_01251,0.94
bc1p5d7jc9c5wu32fugc3fsa3043e8hej78xam8jv58hpmm5763ksrnutuy4cw,ENTITY_05402,10,ENTITY_05402,0.94
31EY47pw2dHgEnPFy1uXCsBDTsFv,ENTITY_01252,5,ENTITY_01252,0.94
3MXUXPzJq5t3Y9HjLcP6MH2FpgVNJiKae,ENTITY_01252,6,ENTITY_01252,0.94
3d5MGgQWmmN3sHY7JsBX8dGTZfRgrhfr,ENTITY_01252,6,ENTITY_01252,0.94
3FVM7buWraLz9FZqX5XBB1yQaMYp5Ms,ENTITY_01252,6,ENTITY_01252,0.94
3hQDbhrn4XzDjspJgM51rTwLUwMSXw8Lr,ENTITY_01252,13,ENTITY_01252,0.94
1Q6sCGso8oWjZ87zEmn5rgZre7HoL1C,ENTITY_05403,10,ENTITY_05403,0.94
bc1qywsufxzwfl8795czc783yhwtzxp7whkvypmf92,ENTITY_05404,10,ENTITY_05404,0.94
1NGaBiMSVoPoeMrhNasSPcd32QjVrZiXRz,ENTITY_01253,13,ENTITY_01253,0.94
1bLPzq6nbU2tJcR97o4AK8svRi9qgfK,ENTITY_01253,13,ENTITY_01253,0.94
1NKWhRvNfbTXcvUZ4JneGYHvr49eRjT,ENTITY_01253,13,ENTITY_01253,0.94
bc1qc3dvj24hu6xkdtf3xxdatvu2nt0wjucsvu82wn,ENTITY_05405,10,ENTITY_05405,0.94
bc1q8j8jp4gyq3r2ll8zh60am7ufke53jtna3vcty8,ENTITY_05406,10,ENTITY_05406,0.94
3E78TD8d74aMhKR8DesyD9bcHpbUo,ENTITY_01254,13,ENTITY_01254,0.94
3pBfmqTTz1aCrpTDPAMKxRWKQvX,ENTITY_01254,13,ENTITY_01254,0.94
bc1q85g4qs03lky28y0we5xycxflaq8kv8lysfs0z7,ENTITY_05407,10,ENTITY_05407,0.94
bc1p3hcrc8296n8l5jy3k4ehdmc4pymsav628fpe5exnvwxqtjsf99t804cv8w,ENTITY_05408,10,ENTITY_05408,0.94
39FCQzEUgyR8yrDVACVq2wHQAZ9ikfx,ENTITY_01255,5,ENTITY_01255,0.94
3AhhrXgpd4dzngf3vmXrsnsqHwZrn,ENTITY_01255,5,ENTITY_01255,0.94
bc1qv590secu35mgxgqpl9s6wh52ejfs6drdcxnu7p,ENTITY_05409,10,ENTITY_05409,0.94
1Y7E9XcFhr6GGf1qUWQEe1qnEYyWV,ENTITY_05410,10,ENTITY_05410,0.94
bc1qt37n35phanpwe6ntgs0kpthclh3cpqcgwy54fm,ENTITY_05411,10,ENTITY_05411,0.94
bc1qvaz5ww626l2jglh3qhtnhxjalmqf805mum98ep,ENTITY_05412,10,ENTITY_05412,0.94
bc1pcjch9jjfmu828yur9902us56u7jps2wvhjsx8usrw3rj4sew93n97h7x0g,ENTITY_01256,2,ENTITY_01256,0.94
bc1puf99jrfwe4hketc4vxa59yp33hscer62yp9xrj5muhyhq7tj4uyt2l5qdh,ENTITY_01256,2,ENTITY_01256,0.94
bc1qdf3r579urx5pemt3rz5qej3zxvay2tqxzrefr9,ENTITY_05413,10,ENTITY_05413,0.94
bc1qzu4p32eecxda0kt0gfl78h978dltf5n3408yjf,ENTITY_05414,10,ENTITY_05414,0.94
bc1qqav4vyu90u4wjm9htw9xwkzqsdd8tgp80wn45k,ENTITY_05415,10,ENTITY_05415,0.94
3puSZmuvUcuf9PwbNwVtBkpjBy2tLk,ENTITY_05416,10,ENTITY_05416,0.94
bc1pf4jaawagr534gcwqlnj0htwjhrrm8p9as2xzp6q87v9e7grg08zdwvvu2g,ENTITY_05417,10,ENTITY_05417,0.94
bc1qtjgk9mn28er65hq0fwxna533e34e78v3ykzpap,ENTITY_05418,2,ENTITY_05418,0.94
bc1q3kll39006s3v22vkaw467ew3mesfj3dmehryxz,ENTITY_05419,2,ENTITY_05419,0.94
bc1q7fq4ugpdwet4qj4wxr8nuukyeh4dd74na74vs9,ENTITY_05420,2,ENTITY_05420,0.94
bc1q72ppeqnc4586g7xheumykn6wu3sjhcepzset32,ENTITY_05421,2,ENTITY_05421,0.94
bc1qj9slrku6fdalp6j6fjkdw0at72rzcxul62k82c,ENTITY_05422,2,ENTITY_05422,0.94
bc1q2xawa2c6n5swh4re6np6zv0kcxecq00sd4h7se,ENTITY_05423,2,ENTITY_05423,0.94
bc1q25kxqcfatvynu8arnk93vr07gewkzngu8xsur2,ENTITY_05424,10,ENTITY_05424,0.94
3ZmJTfzS9P6nC5aiz4AK1Mik5UzBkKyGu,ENTITY_05425,10,ENTITY_05425,0.94
1h3jQkiAWrDu8kzBzXeB2WYRAaiUA6akN,ENTITY_05426,10,ENTITY_05426,0.94
3VdLd9wuUr1PqcN8HmmpxYwGnfqmg,ENTITY_05427,10,ENTITY_05427,0.94
bc1qvknzq39z3u8whx80kp5v5uf2gqmj8hlza0pgpy,ENTITY_01257,11,ENTITY_01257,0.94
bc1qnxj40ny4gxsj76ajgzt9wpcwklpwa8fxwus0eq,ENTITY_01257,11,ENTITY_01257,0.94
3R6M8z4Vtx5A6jJKTbNm9TQaFsPY9tT,ENTITY_01258,11,ENTITY_01258,0.94
