wallet_address,risk_score,risk_tier,is_taint_seed,entity_group,in_degree,out_degree
bc1qtsfae3sz6accccvmw3qyw028xck4cda0z82va3j7x7mzjtrfle8vrvhymr,0.92,CRITICAL,1,ENTITY_15602,1,0
1AYqsvn8dicKrv4WRKZrWtKnoqtHpEB,0.92,CRITICAL,1,ENTITY_15603,1,0
bc1qdd27g7lejewqwwrhs7elnmsrt0hul3nukd6h3t,0.92,CRITICAL,1,ENTITY_15604,1,0
bc1qgx0kqa09s92lt4jhp7c6hl3fqgp7ev97kxuehawgj50xaxrjcwhyvtyzvy,0.92,CRITICAL,1,ENTITY_15605,1,0
bc1q54uvvprltgrenr2zrtxggcwfykvanvnq84kch3,0.92,CRITICAL,1,ENTITY_15606,1,0
bc1plyp4a329g3w48lcwurd3ddyc7w7d7g83cfdd7fledfvektaf4a665g97c0,0.92,CRITICAL,1,ENTITY_15607,1,0
33tGMg9WBWkPpTxahiGZcssw9GeXeM3h8w,0.92,CRITICAL,1,ENTITY_15608,1,0
3Cy57m87gf7iDWMaX2iQicpoJp3tUgxrn,0.92,CRITICAL,1,ENTITY_15586,1,0
3GikuMor9G5q23Z9zAonKWAT88CvmrxFRB,0.92,CRITICAL,1,ENTITY_15587,1,0
32MzUvvri2EGHFmjaUy49YbEqCMdD36,0.92,CRITICAL,1,ENTITY_15588,1,0
3mpSqropkhecGA4ueX4kSjuRAaUQKUs,0.92,CRITICAL,1,ENTITY_15589,1,0
3qgixHx7sbJDCMQhqMKzzc1i9pze4d5m,0.92,CRITICAL,1,ENTITY_00542,1,6
3hXfrz7o9JbQyFBdrPjQsu65KbqhbdN,0.92,CRITICAL,1,ENTITY_00542,3,6
3wm2E6dz1H7BQ2cbhVqhNerntYMa3HvF,0.92,CRITICAL,1,ENTITY_00542,5,4
3J3fksEUYaiWE5WT4W2L2bxSc12zunEdTy,0.92,CRITICAL,1,ENTITY_00542,5,5
3Ynm2sHvkcTRdqCAutzMYeyCYKQXvuh,0.92,CRITICAL,1,ENTITY_00542,5,6
39kMC4w56RzfAjq4QVaAu3EnuZMmce,0.92,CRITICAL,1,ENTITY_00542,4,6
3XyUsphtPG6mrLarSpGwcqUGWXgb8tgen,0.92,CRITICAL,1,ENTITY_00542,5,2
3XanuQePDTQtwjys74jcCtz6XcYvCox6k,0.92,CRITICAL,1,ENTITY_00542,5,3
3TxaTHSwJQudR8vU3gVmUEbV7McYT,0.92,CRITICAL,1,ENTITY_15590,1,0
3Dqgo6CzA2mwfCkssTw5dXwNg4Xd6q8,0.92,CRITICAL,1,ENTITY_15591,1,0
3cSHhnDsgac3RXHkqMBHQmwqAA5vF,0.92,CRITICAL,1,ENTITY_15592,1,0
3NhW1NA5e52DkqfPoNhQa4SFrdS8QqCr,0.92,CRITICAL,1,ENTITY_15560,1,0
3ou2Habi43gWxUx8gVgJSVSXjmUaM9J,0.92,CRITICAL,1,ENTITY_15561,1,0
3wPRFzDHfY6SaRvT4MSqRWVCQbrP,0.92,CRITICAL,1,ENTITY_15562,1,0
3d97NApZFqMDu6KjDUndEeGNu8g1db,0.92,CRITICAL,1,ENTITY_15563,1,0
bc1qkqmpjgwkwwnz02f534wpcptrzt882veyws7q4x6fkc4q8pceeltc32pydd,0.92,CRITICAL,1,ENTITY_15564,1,0
3kbKkteSSsw5gsCkjJq48BYDuJSQkvDY,0.92,CRITICAL,1,ENTITY_00542,2,6
3xZdbB3rrVQro53hf6hPwYbE3xqgUH2f,0.92,CRITICAL,1,ENTITY_00542,0,6
3QETnNaxxUuYH15vqJFfAGjKRm6nUVnD,0.92,CRITICAL,1,ENTITY_15577,1,0
31d878GJohCTUk9hDBo4k5oJjVrGL,0.92,CRITICAL,1,ENTITY_15578,1,0
3WhWToW8hAZsXXv333GMRaTBzJSh6b,0.92,CRITICAL,1,ENTITY_15579,1,0
3RZtjoYdZeF6eoUQ8pXBFEcv7zHugw,0.92,CRITICAL,1,ENTITY_15580,1,0
3WHJ1M8bHPGVeVFyn4V43C1fBdng61W5,0.92,CRITICAL,1,ENTITY_15581,1,0
3UeQuvDyTmn4r2mCie1PxjyEsZekJKx,0.92,CRITICAL,1,ENTITY_15582,1,0
3RndSVJH1ZEWBHxM4Evr9ELCcHWxJRAVPj,0.92,CRITICAL,1,ENTITY_15583,1,0
3aFg2X586Vx3D6tR4sv77tnn8WK99,0.92,CRITICAL,1,ENTITY_15584,1,0
33sMoPEdcHW1H77cJMJvFb1tAn7Dkmg,0.92,CRITICAL,1,ENTITY_15585,1,0
3AHLafxZ8Eb33dW8itaFSCPMnvf,0.92,CRITICAL,1,ENTITY_15544,1,0
3N4WxSGXDre8FZ77cic7T72n7R2y,0.92,CRITICAL,1,ENTITY_15545,1,0
3znV7rpFLcj3f2q5dqo5wLEbbs2U5,0.92,CRITICAL,1,ENTITY_15546,1,0
3J48RmQY3YX1YdCgcF3fM8NjXTFZ,0.92,CRITICAL,1,ENTITY_15547,1,0
3ojNxBCvTiwHRK6MKwGXHvRxeiRSNH,0.92,CRITICAL,1,ENTITY_15548,1,0
34srUKQYQTScxoG8r67QapXb8htR,0.92,CRITICAL,1,ENTITY_15549,1,0
39mr6XarjMvEMjsdkD6XTnUXtxwNhJv,0.92,CRITICAL,1,ENTITY_15550,1,0
3p32KXjpaYcuzBLnugZvjjbZbDb4v,0.92,CRITICAL,1,ENTITY_15551,1,0
3fpfsUu11uxSkQDQE9YRwG4TVczYc,0.92,CRITICAL,1,ENTITY_15552,1,0
3dryd8VbDv8QDqBhYh48auuweGrPxiun6E,0.92,CRITICAL,1,ENTITY_15553,1,0
3xjA8o1xc2Bn612tBse87TxT3u5Y6k,0.92,CRITICAL,1,ENTITY_15554,1,0
3pZSqAq9JMT7UP74jqcsJqAxnmm22rC,0.92,CRITICAL,1,ENTITY_15555,1,0
3dwd2bR7JnoeDBiAeFVHiGbDRcgS,0.92,CRITICAL,1,ENTITY_15556,1,0
3B217cHWMcXmKC7Qr8HVtmxYMAtQVM2,0.92,CRITICAL,1,ENTITY_15557,1,0
3GarXSZxFDGiPGnFsu7krwdyV4p,0.92,CRITICAL,1,ENTITY_15558,1,0
3eceZQ6UJT32icGfHrEhoEZsTLHN,0.92,CRITICAL,1,ENTITY_15559,1,0
bc1q8lahjvfzekamhfr7tey29eycdfnyw9rnnd62z0,0.92,CRITICAL,1,ENTITY_15322,1,0
bc1qugawgv3gm6uattmucqyyxfm6nthpvwxenjtmvm,0.92,CRITICAL,1,ENTITY_15323,1,0
bc1q93t9luxf42dg85c094lhaupldz3kjk50gcl4r6,0.92,CRITICAL,1,ENTITY_15324,1,0
bc1qltet8kl64fuxjfavpluptx0k3gedzxmgfrt807,0.92,CRITICAL,1,ENTITY_15325,1,0
3dUg5dsgVoGce94i6bqvX9JqfncVf2FZ,0.92,CRITICAL,1,ENTITY_15441,1,0
3dP2r2nKo3tDRsMK3c73iDpQyFwNE,0.92,CRITICAL,1,ENTITY_15442,1,0
3y29vopQ6DomTCiV6RGJuf82c1Zk,0.92,CRITICAL,1,ENTITY_15443,1,0
3M2YTdMdRxnHN8ru3TfJQkCfv6XqV1Z2w,0.92,CRITICAL,1,ENTITY_15444,1,0
3PmuY1M8V4dLNEnsdGXYChGvqxzQfE7UKf,0.92,CRITICAL,1,ENTITY_15445,1,0
3Ey3gbjRjWCk8ByXB11sTN33hhiEmwJT,0.92,CRITICAL,1,ENTITY_15446,1,0
3sfG2VByZay8CHxQ5TgKUAgE2Hcr,0.92,CRITICAL,1,ENTITY_15447,1,0
36NdgTRK4rCg2uVBHxyevjrw22vo49oy,0.92,CRITICAL,1,ENTITY_15448,1,0
3ETNXj73ukBRps2RywxLceNmAGWM,0.92,CRITICAL,1,ENTITY_15449,1,0
3CMBugscY7BMo2igUf7BFne4ESi,0.92,CRITICAL,1,ENTITY_15450,1,0
3xudPNyvzKw8VjY2LMV8PCwJ9P4i7j,0.92,CRITICAL,1,ENTITY_15542,1,0
3CfGngd3zT6HfLafd3gGxDLw3NzDxm,0.92,CRITICAL,1,ENTITY_15543,1,0
bc1qfzdaq34d4p8y9gul3dm3yehskw33tlzlln48c9,0.92,CRITICAL,1,ENTITY_15274,1,0
bc1q6lnw0pkw35660qlcml93gxxd780xte78k8z7dv,0.92,CRITICAL,1,ENTITY_15275,1,0
bc1qqqsqg60jcl9jf9asjahxsrxnazr97xn5j2krzn,0.92,CRITICAL,1,ENTITY_15276,1,0
37x2UGYvcDQZLhzcBKfFky5te41kZz,0.92,CRITICAL,1,ENTITY_15277,1,0
1MYBks3G21xdKtjbnJZgTe57UEF,0.92,CRITICAL,1,ENTITY_15278,1,0
1JCqJoEgEUXhcxYUuWVfUoNjMbL7XxC,0.92,CRITICAL,1,ENTITY_15279,1,0
bc1py6eegwvxtxmhkl4jmdyn384n7ssfx3c6xsrwstzqu02mqtsrupvmjpypml,0.92,CRITICAL,1,ENTITY_15314,1,0
1Uf9AUEnMpvboh2KjBR4GtyucDvuRbb98,0.92,CRITICAL,1,ENTITY_15315,1,0
bc1qu69mx0xkt79mx4wahrkw98tflkdfgfa8t6eu90,0.92,CRITICAL,1,ENTITY_15316,1,0
bc1pfquqe6pwpsjjqv60e0r9zftdk7l8ac2k6pk68w8x8nwkawdcrld7nm79zw,0.92,CRITICAL,1,ENTITY_15317,1,0
3rKbg97mRTRVa5yH29oYDuTPQEg8yQGQdV,0.92,CRITICAL,1,ENTITY_00554,4,4
3ZRqe7fZwF2xyExkGD5anprUaEHchv,0.92,CRITICAL,1,ENTITY_00554,1,7
3HQ6YqcAH6o2ymbTjwWcPkCvoicVDU2Tvf,0.92,CRITICAL,1,ENTITY_00554,0,8
3XaZQQ3NFNJPPM2VMtF9Sf89LH8N8da1,0.92,CRITICAL,1,ENTITY_15319,1,0
bc1qykdhc6amq79ergte0dgltzstu0tkn9xfxxz20dfer6v6ug20st27sxxur7,0.92,CRITICAL,1,ENTITY_15320,1,0
15VKngFyJgD4vhCRYJYSjQitwcP,0.92,CRITICAL,1,ENTITY_15321,1,0
3nevwu9wvTqAQ4AhaQ1CWje6EdrnL,0.92,CRITICAL,1,ENTITY_15268,1,0
bc1q6nf7a29tck54znga2p8ud705d2edq66y9wy67f,0.92,CRITICAL,1,ENTITY_15269,1,0
34Vvc1yZCv8SH67sP7agNK3aAqu5ZYX,0.92,CRITICAL,1,ENTITY_00554,2,3
3bKmKLqEpGFT8YiUAzL4hDQVtHaNPUh,0.92,CRITICAL,1,ENTITY_00554,3,3
3EA5wWuGbf5TcyzrHBTsnGGSCXtEfGig3,0.92,CRITICAL,1,ENTITY_00555,1,6
3E6oiT96mu9cXC3mtG31fqzNwJQxBqjACt,0.92,CRITICAL,1,ENTITY_00555,5,1
3G4zWXADhHkKrdbBqnjYvAcvhBq85,0.92,CRITICAL,1,ENTITY_00555,4,4
3UEuNAXtcW23P4wEEbNXsVzvCNXy5Dw,0.92,CRITICAL,1,ENTITY_00555,5,2
37iM5UZStiw83f8pRrkciBGQ7bDjRDVZpy,0.92,CRITICAL,1,ENTITY_00555,0,6
3hWx4jQzRjesn8a6ufdkCVYJaPwQky1q,0.92,CRITICAL,1,ENTITY_00555,5,3
3GKa6N4GZEfrRqgF9PFs6AmSxFG3vZDZip,0.92,CRITICAL,1,ENTITY_00555,3,5
3kJPEJSPVNuVCchrcyUjH9rYTacyJH,0.92,CRITICAL,1,ENTITY_00555,2,6
bc1qhr7y7ugyj54ju5ftsfl42c8dvm88zqqygm83ch,0.92,CRITICAL,1,ENTITY_15270,1,0
bc1qh4nu6pfehygxmna5xmn2d88ee2zyyvgmw9q3ja,0.92,CRITICAL,1,ENTITY_15271,1,0
bc1pw5zz7cv4ljtxzx6w8wy0pvyescexzragyzdg6u3clwduyv2y0a4e380e9a,0.92,CRITICAL,1,ENTITY_15272,1,0
bc1qysncd5kfhdnf9kkp4z6fxp95kj0yrlc0hdl33v,0.92,CRITICAL,1,ENTITY_15273,1,0
bc1qjg56extkhq4f57nl2c7dd4gr67604tdsqwftvs,0.92,CRITICAL,1,ENTITY_15167,1,0
bc1qe89pq234tnlsjudu057kactrdvma4d2g8f8x2q,0.92,CRITICAL,1,ENTITY_15168,1,0
bc1qanh96z4p3kmqz7vnkttz28w2pky4eafcaxmr45,0.92,CRITICAL,1,ENTITY_15169,1,0
bc1qaztac27k63qywgt4kks7acysyupcr3pfsfrjvd,0.92,CRITICAL,1,ENTITY_15170,1,0
bc1q3jk2nsg0qp9aan20a8ngkz8vlqgxs65jhelk07,0.92,CRITICAL,1,ENTITY_15171,1,0
bc1q2r0q3cac5mw77a8x7lsrg42eexf5kau3je0qe6,0.92,CRITICAL,1,ENTITY_15172,1,0
bc1qu57asxg278ahygqm9jh8d2pjlw8f04sulpease,0.92,CRITICAL,1,ENTITY_15173,1,0
bc1q8qexpxu0kdcddneca9rfw8afxkumxmd68ahnuw,0.92,CRITICAL,1,ENTITY_15174,1,0
bc1q3hqawys0y85ukdkfau2k3885auvd0h2f8tv754,0.92,CRITICAL,1,ENTITY_15175,1,0
bc1qnzy0wxxz7hzvwpyv0kwu4udz8lf5aqd5yu302p,0.92,CRITICAL,1,ENTITY_15176,1,0
bc1p3xtcu7a9zg37yrv4459208vk92nnuyvddvn9prrfv0vnedmq30ewgaxrsu,0.92,CRITICAL,1,ENTITY_15225,1,0
1h7cgYdGq6gqcfHkMBZHGX4o5JLr3WLn,0.92,CRITICAL,1,ENTITY_15226,1,0
bc1qvydx50gk9333vrzzes0xdhtf63r8920fh8nldz,0.92,CRITICAL,1,ENTITY_15227,1,0
bc1q60m5vnca3udwn80zmcu68390mqqdgsury9ar5f,0.92,CRITICAL,1,ENTITY_15232,1,0
bc1qy0f3eaw0cxz0wesc00wm3f0rahq3jl3gy8g0zn,0.92,CRITICAL,1,ENTITY_15266,1,0
bc1q9chy3yh0r2p52j08uvfqs7u7kft9enmhthxhrv,0.92,CRITICAL,1,ENTITY_15267,1,0
bc1qujjakmunqlj7e9ll5t3pphluhj5265kjcn3x9k,0.92,CRITICAL,1,ENTITY_15157,1,0
bc1p02ps9q0khy0za9yxd3nje8pfsrk0z9xxqnrvvxp4mtl6h56nqhlwg7rgmw,0.92,CRITICAL,1,ENTITY_03608,2,4
bc1plkw6nvf0kwnjynptchm6xgrghdxcmprtf7kl4jhhm3nlglhxftw8228jc0,0.92,CRITICAL,1,ENTITY_03609,1,5
bc1p9zwxhpzshvcmg4asw4lxnhnyk9vuhr05erp4utd38yfk24ktkljl2r07pc,0.92,CRITICAL,1,ENTITY_03610,5,1
bc1pqygpekcjkwv6femhuszrmk9wxe6pcnl3f5dq54y7rdweayvnxx2y26sy9s,0.92,CRITICAL,1,ENTITY_03611,3,3
bc1psda0863q7hyappse8z3vx7k7f5j2wcd0wrznf9ns9y32utvyhp3uethehz,0.92,CRITICAL,1,ENTITY_03612,4,2
bc1pn7neuelfud06rs2jxy24fd9avv6cgmp7zpg540uyp2y2m0cr2d5pqvd0k2,0.92,CRITICAL,1,ENTITY_03613,0,6
bc1qynuj4yq5hxfkvs3dxjaqnepn4rkqpa92j08x06,0.92,CRITICAL,1,ENTITY_15158,1,0
bc1qmypytt4w2kq74r367uysh9t2zlh9pesxexkwuc,0.92,CRITICAL,1,ENTITY_15159,1,0
bc1qzk7k9f8mmhfhegyez98wv5ln0u2qt0d45tht9u,0.92,CRITICAL,1,ENTITY_15160,1,0
bc1q64sz8wazlvjypkgv5n3m4ks8sjh3qn8egjglg3,0.92,CRITICAL,1,ENTITY_15161,1,0
bc1q3k4ygl2cugjfd85vka67qp9t8422908w8ytl0u,0.92,CRITICAL,1,ENTITY_15162,1,0
bc1qdn39vrfykwn64slmkqq07n6wzprf6pm6uvfwax,0.92,CRITICAL,1,ENTITY_15163,1,0
bc1qllm5fh2fckmczmc7s83fqncwq9a3w74w8f09py,0.92,CRITICAL,1,ENTITY_15164,1,0
bc1qaa9h4g7mhf6e2dazh34v676x5e5m6nsvls46tq,0.92,CRITICAL,1,ENTITY_15165,1,0
bc1qwp3ypfln3zyaff8zc2a5ay9r23yvmdys6c55fr,0.92,CRITICAL,1,ENTITY_15166,1,0
3CpR95QHr6eJUZi5pg99EV7roqawU,0.92,CRITICAL,1,ENTITY_03618,3,1
37YwRSAcaxQxiXAhH7J8rCAqToQZL4r,0.92,CRITICAL,1,ENTITY_03619,2,2
3Jo8r36YN45N4tgG1VZ2F7wCPZ1NqX,0.92,CRITICAL,1,ENTITY_03620,1,3
3e1kyx7goW9GmeJMyovSu5kiXBgmrojCL,0.92,CRITICAL,1,ENTITY_03621,2,2
3aPA9wjvCWosUSgSUmLJWAmcREZpPZ,0.92,CRITICAL,1,ENTITY_03622,1,3
3N7x4LWYFqK6AhsaVaqjfXqvsuK9ks5,0.92,CRITICAL,1,ENTITY_03623,3,1
38DFAmxVdsdCpbsTy3t8BesZUZEu2,0.92,CRITICAL,1,ENTITY_03624,1,1
31QfeDWW3sXmtGtgMPwMxeDttQfbh,0.92,CRITICAL,1,ENTITY_03626,1,1
bc1q704hw9wxt8kpswhn9yj0en4n7sr2srxk8ef9k2,0.92,CRITICAL,1,ENTITY_15143,1,0
bc1qnkchkeyw5l2hddx579n9l8gfx5q3zsq6w33uce,0.92,CRITICAL,1,ENTITY_15144,1,0
bc1ps6lwaagxr7rlc303hly7x8td4utv082ufa22cjaa6acarg0j8pum7gy9g6,0.92,CRITICAL,1,ENTITY_15145,1,0
bc1qcf458t5wc6q4c97jcjrgg6ttnk3y0kgcwwf87l,0.92,CRITICAL,1,ENTITY_15146,1,0
3CpXBKDenTebSKVmYKvc6ke2XcoZX7A,0.92,CRITICAL,1,ENTITY_15147,1,0
3VGKnbGutqX61pQtQ3Lg1SDNF7b,0.92,CRITICAL,1,ENTITY_15148,1,0
bc1q48ewtmlgxsggtws0ef5y9juqn2fz6jp65732tr,0.92,CRITICAL,1,ENTITY_15149,1,0
16igbNHVjY2pRWz1UNxJM8oxsHKW,0.92,CRITICAL,1,ENTITY_15150,1,0
bc1qec3u6lyu909v3c3h90drwwv30ywunj3eajyzd2,0.92,CRITICAL,1,ENTITY_15134,1,0
bc1qtc8mqzd9tdv3d0hx4ckrs5e9xrws5nf804n4e8,0.92,CRITICAL,1,ENTITY_15135,1,0
bc1qqdswsr5fez8m0tsdzcwe4l29lklgp4s4dssv3w,0.92,CRITICAL,1,ENTITY_15136,1,0
3Rfme6UDckxPUGVV1wqh9dkJc7nyUY,0.92,CRITICAL,1,ENTITY_00566,5,4
3nDJ5KqHim1WV5Htq7YZgxrZ2XCCdr,0.92,CRITICAL,1,ENTITY_00566,4,6
3sxs364mvxh8i2pBj8WexMmjBzptao7V,0.92,CRITICAL,1,ENTITY_00566,5,5
3HodaQQprnfLTSNTEDo2ZbvYwF4CiuXfw,0.92,CRITICAL,1,ENTITY_00566,5,2
38cbrCM7ygR5tPtL7RDGwnbeKq5,0.92,CRITICAL,1,ENTITY_00566,5,6
3XupUJiC78VRvWpanNgUc9MRWnKusNNrup,0.92,CRITICAL,1,ENTITY_00566,0,6
3kP4TDcU8rFFPwbV2r7a7DqqGRmZd9o7Vu,0.92,CRITICAL,1,ENTITY_00566,2,6
3BbFs9CFZkJNLPxxAe7t6LB6z7XxUqK9e,0.92,CRITICAL,1,ENTITY_00566,1,6
3C5d8rKunSZywQFP4hcSi2vNoR9,0.92,CRITICAL,1,ENTITY_00566,5,3
3Jb4q9M5KYZy67o6b34mfFaSWNU,0.92,CRITICAL,1,ENTITY_03615,0,1
3SWbNBMD3q1bVETJuSaByniT1Hk7m,0.92,CRITICAL,1,ENTITY_03616,1,2
3qDQ3WkQsuF2K5Ye8APtwwrLnS7GPF,0.92,CRITICAL,1,ENTITY_03617,2,1
3UTLx6QaqoktAyjFgC3htJRE1ji,0.92,CRITICAL,1,ENTITY_15107,1,0
3JvLXWSgCWqsV2SNG7n9uP1YEuRmPtM,0.92,CRITICAL,1,ENTITY_15108,1,0
3sCdFPFJo9gNkuAYrXPnzkGcdo9,0.92,CRITICAL,1,ENTITY_15109,1,0
3jnBoWUn5HBtwPEVGEy4mCWtEJwvUtUY,0.92,CRITICAL,1,ENTITY_00566,3,6
bc1pjyp9ngn6ythwzevm8063gdeqxmdayj9kwl6fxdap7r2rlnnlf706pf2k08,0.92,CRITICAL,1,ENTITY_03639,0,1
3aXYSKYCudx4PRLZ5MupA3yeuzdNpjEL,0.92,CRITICAL,1,ENTITY_15110,1,0
3RYB46H4UZTF2nMdTDbcbrhhWm7P8it,0.92,CRITICAL,1,ENTITY_15111,1,0
3NvgYk3UuBQrzJb23SR2UnUovg62Sd2,0.92,CRITICAL,1,ENTITY_15112,1,0
3Mvd98hk6C2kCrYKFKYqEcNDdHh,0.92,CRITICAL,1,ENTITY_15113,1,0
3QkPsjb4bdFGX1HMJKSxH4yipBNxZcN,0.92,CRITICAL,1,ENTITY_15114,1,0
3W1wrV9DbXddKiCR51uGJik7rQyULwn,0.92,CRITICAL,1,ENTITY_15115,1,0
3a1yW6rNWF62tNef4tbxZV2vW8AW,0.92,CRITICAL,1,ENTITY_15116,1,0
3MWX7iZgniUjZ8wiuZvJH32vcETdk8W,0.92,CRITICAL,1,ENTITY_15117,1,0
37DLoU8ytJT5TsByxBU6iLsZJX4rMppnK,0.92,CRITICAL,1,ENTITY_15118,1,0
bc1qw4wyjhujux5chdhph4va9e0fd6l4h9lw0s5kr3,0.92,CRITICAL,1,ENTITY_15132,1,0
bc1qc8a32r3l7zxd8taxvp3q6tqn9s53c0q736mxhk,0.92,CRITICAL,1,ENTITY_15133,1,0
bc1qanc30zk6ztspnvnw8w6l87q6ppqu9z5ckadme5,0.92,CRITICAL,1,ENTITY_03645,3,2
bc1qgdlmdtcphn7hmg5efy2tuhfml46grnp57eqyqj,0.92,CRITICAL,1,ENTITY_03647,2,3
bc1q6s0t5z5g6lt4g58zgaky4xffw4xurrl28jjax0,0.92,CRITICAL,1,ENTITY_03648,1,3
bc1qclc6lt5psapxtfhcdsfew40a4c6tqx67a67sqa,0.92,CRITICAL,1,ENTITY_03649,2,2
bc1qqegjvqlqa9yh8stjgnjdf7l78vlpzpfqrd3nlv,0.92,CRITICAL,1,ENTITY_03650,3,1
bc1qg7uaycxzgs8pxx3ky3z3qp92gz0qvn0u5m0lvq,0.92,CRITICAL,1,ENTITY_03651,1,1
bc1qpfh2wl2huqqzl6cuzec79ff4xh5xjul9l7x20e,0.92,CRITICAL,1,ENTITY_03652,2,1
bc1qeuguqndkzu4mpmw4tt7dzm8dn6qqeetfl4fs59,0.92,CRITICAL,1,ENTITY_03653,1,2
3vM2YFwUqE8erf8YBdh2vKDMrKMBk876,0.92,CRITICAL,1,ENTITY_15099,1,0
3GYnMVtBDciBHrKqS3MC3HEArjLxhr1Exk,0.92,CRITICAL,1,ENTITY_15100,1,0
3xRXSTdM5s5FvNAtNc8unQQjqjF6kz,0.92,CRITICAL,1,ENTITY_15101,1,0
3z3ujn6srnHoT1VkcyF9sERE4tgU5p,0.92,CRITICAL,1,ENTITY_15102,1,0
3CEtVFETjmik7BvW8eBENGPjyuBcZFHmF,0.92,CRITICAL,1,ENTITY_15103,1,0
3aShfdxzxk6S8fE5Lg8gkwJX8S5VvbHX,0.92,CRITICAL,1,ENTITY_15104,1,0
3XCCkqzUJjAuz3JfAFvNWJX6vsmKRxs,0.92,CRITICAL,1,ENTITY_15105,1,0
3DTrfkbvCA1P9dh5VnpuH2DCXiZh3AL,0.92,CRITICAL,1,ENTITY_15106,1,0
3JzdSMrkveiGZggDnTuwB84UEz3zmm56eg,0.92,CRITICAL,1,ENTITY_15078,1,0
3WPGZAJyY1TSm464JQZMjdCCJAi1DiYc6U,0.92,CRITICAL,1,ENTITY_15079,1,0
3CtWZCeDYLMrZQFEoBqyUPXQZGJf,0.92,CRITICAL,1,ENTITY_15080,1,0
3gfo3DZ6fs727fsC2AwUcTePu47TduwTYV,0.92,CRITICAL,1,ENTITY_15081,1,0
3wxwkHyzYevnoaVtgtAusHfZsxJqFAxwsn,0.92,CRITICAL,1,ENTITY_15082,1,0
38gKrAEQJpwPMtyTvMyqscq15Bbzp,0.92,CRITICAL,1,ENTITY_15083,1,0
39R6Ts3M2SnXoafGj5ZYxH4G79ieo12dP,0.92,CRITICAL,1,ENTITY_15084,1,0
3Wd2PKJ2S5pvHAZUz4FHj2VYGHbAuvpCR,0.92,CRITICAL,1,ENTITY_15085,1,0
3NZHqhSfczeyD9kzTSYzme2o2dqLUVXk,0.92,CRITICAL,1,ENTITY_15086,1,0
3EVtkSF9xwyypbxBynSHwRaDQx6p3b1kzJ,0.92,CRITICAL,1,ENTITY_15087,1,0
3bQ4a83ugZDZU5mZfhZqARqMuiLv9N,0.92,CRITICAL,1,ENTITY_15088,1,0
3MnWX1AMvhAdCEqKzPRQFGoTsWGmAu,0.92,CRITICAL,1,ENTITY_15089,1,0
3TWGWHpEts7v1WCGgBZvnwi4R827gKm,0.92,CRITICAL,1,ENTITY_03657,0,1
bc1qhm3h8u554q6d0wtchzdhv68jac4k2s8vmzepw2,0.92,CRITICAL,1,ENTITY_03642,0,1
bc1q8njayxl6eerp0p5ksjtg5c0gnrtqqdges62pj5,0.92,CRITICAL,1,ENTITY_03643,4,1
bc1q7acg84vclvhtm2g9j6tdns99h0u3s8htuy2pm3,0.92,CRITICAL,1,ENTITY_03644,1,4
3y898g2hXbGc9nSLJcQvE6aSFUbNrdwxpt,0.92,CRITICAL,1,ENTITY_15045,1,0
3Uo2v4aKzf3BkcFYP8hi2toMQDkf8HoJy,0.92,CRITICAL,1,ENTITY_15046,1,0
bc1qtp2l40h8wp4r3xvfly6sda9hcyr4g5lvu05nwa,0.92,CRITICAL,1,ENTITY_00573,6,8
bc1qr069am47czw2823mv7m06y8lq46swf7cwl0msa,0.92,CRITICAL,1,ENTITY_00573,7,4
bc1qr96dmlauvuv5m4tlxyn922lfz0wl4u6w6l9588,0.92,CRITICAL,1,ENTITY_00573,3,6
bc1q7lwkgucssp6waz5cynqunh0p7s0gck58ugzvve,0.92,CRITICAL,1,ENTITY_00573,5,7
bc1qlus39ekz907r5tljvj529hwgnrk7wgt9jy699v,0.92,CRITICAL,1,ENTITY_00573,0,10
bc1qu7ut9ljae9ktk5yv2vse3u5jrekhwmt6h72nm8,0.92,CRITICAL,1,ENTITY_00573,5,5
bc1qt0un09g4cejhqqpnahgpujsp2taykv77ytmy2z,0.92,CRITICAL,1,ENTITY_00573,4,6
bc1q5zf6f9sej5gqyu8qhw523gqw6uzdkw97sd7d28,0.92,CRITICAL,1,ENTITY_00573,1,7
374L2bNVt2oVT4MQb6Hnpma21up2ne,0.92,CRITICAL,1,ENTITY_15072,1,0
3eYytE1wShwxPjgXT3w8tWqe68brvUbS,0.92,CRITICAL,1,ENTITY_15073,1,0
3nq373BX5jrBwtULzQU7cSHnWX9W5ywrS,0.92,CRITICAL,1,ENTITY_15074,1,0
3324uokANzHAkJt1vJ4mBAwcF9KzY,0.92,CRITICAL,1,ENTITY_15075,1,0
3XFWMkiiQ3dUjdXhZd4hMa4jJ3m,0.92,CRITICAL,1,ENTITY_15076,1,0
346ePWmkSeGJApyY1CLEePYTfkRueKB8M,0.92,CRITICAL,1,ENTITY_15077,1,0
1QhSdmJgLHZbh5zz2gzS6kCtdywjA9c9KT,0.92,CRITICAL,1,ENTITY_03670,0,1
3Sc7C9yj7fZfK1WFijZ1vLjQzobJZYm,0.92,CRITICAL,1,ENTITY_15030,1,0
31CSGNkUSo3WbZYdnn2C71yrev9w8nPW,0.92,CRITICAL,1,ENTITY_15031,1,0
3wq8jesQneNdfxjK6dN6FgcEVUSU7B9cUf,0.92,CRITICAL,1,ENTITY_15032,1,0
38JQykJNLHY9WVRo638T7un6CwyZvxFNDM,0.92,CRITICAL,1,ENTITY_15033,1,0
