txid,timestamp,datetime_utc,src_ip,geo_country,asn,volume_usd,fee_btc,detected_pattern,confidence_score,chain_hops,mix_pool_size,evidence_details
a2ce8c80c7e4edbafc16ba3e4b283203e8e8c74f99cc766865d5ed5f80966d5e,1638900468,2021-12-07 18:07:48,136.243.62.124,DE,AS24940 Hetzner Online GmbH,3072.53,2.326e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
b27ac49cf87ea7506a671ddafcfe1eec6e41960d0fc90f79a4e28549ac7629ab,1638961298,2021-12-08 11:01:38,54.210.130.121,US,"AS16509 Amazon.com, Inc. (AWS)",1569.41,0.00012789,NONE,0.0,0,0,No overt structural laundering pattern observed.
599f7799ab3bd0c0c943e11cd6a6a21d084ade03600af3fc0cc3eabe7d19ec8e,1638973847,2021-12-08 14:30:47,178.64.238.93,US,AS8075 Microsoft Corporation,104906.55,9.036e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
f85f37a987f54d4f340f07164a0d3e77228f534fdaae7b62a610092a53e1ad79,1638975054,2021-12-08 14:50:54,52.170.45.20,US,AS8075 Microsoft Corporation,124157.49,0.00028708,NONE,0.0,0,0,No overt structural laundering pattern observed.
2f30bcf2d091ba83f1488296c8985c1b5fa8a0b9259550107067cf97ad74e34a,1638979272,2021-12-08 16:01:12,52.170.45.20,US,AS8075 Microsoft Corporation,189345.94,9.133e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
afc8b0975115b71cf4200095232b5eabfef5aefc8ab7c872927d1d4890757ef2,1638980005,2021-12-08 16:13:25,178.64.238.93,US,AS8075 Microsoft Corporation,154886.85,0.00026728,NONE,0.0,0,0,No overt structural laundering pattern observed.
fb932f4ad6b7fc14f1048277a61c4bbc5b9b4add2bb5384500a101172b467d3c,1638982114,2021-12-08 16:48:34,52.170.45.20,US,AS8075 Microsoft Corporation,213620.07,0.00024135,NONE,0.0,0,0,No overt structural laundering pattern observed.
88f75062a059b1d877fe22623e9e857e4677cfbac6bdbaefda3fdfa3ca74efed,1638984173,2021-12-08 17:22:53,52.170.45.20,US,AS8075 Microsoft Corporation,168572.63,0.00027845,NONE,0.0,0,0,No overt structural laundering pattern observed.
09d9cd88a16dab8401753e86bdbc3d8326d548ca65e5a6c4e6bcb34844c203b8,1638984377,2021-12-08 17:26:17,52.170.45.20,US,AS8075 Microsoft Corporation,318333.19,0.00016839,NONE,0.0,0,0,No overt structural laundering pattern observed.
165d1631250465072826f310918adfaf20965366adea69590588260b1d32c548,1638985563,2021-12-08 17:46:03,52.170.45.20,US,AS8075 Microsoft Corporation,169795.49,0.00014889,NONE,0.0,0,0,No overt structural laundering pattern observed.
54ee9087062ead841a15dd06c6329d8d36f2ddb31dabe7195e17c25fda1af80b,1638986521,2021-12-08 18:02:01,157.34.176.250,IN,AS55836 Reliance Jio Infocomm,4859.99,0.00011871,NONE,0.0,0,0,No overt structural laundering pattern observed.
296e3988eda532334dc410c35755a6bdb707e28afb63769403d674f8eebdafc3,1639063585,2021-12-09 15:26:25,47.241.24.182,SG,AS37963 Alibaba Cloud,27012.18,6.237e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
da3bd0af169079844e93346d8bbaab5bed3836e984b56a7cc23605ecfd7dca86,1639119286,2021-12-10 06:54:46,217.182.120.227,FR,AS16276 OVH SAS,8272.51,5.028e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
2f7166dd9b3bd9ac7759b7fdbb2813c70f7070bcabea51ddd4d309b87d8ab084,1639139779,2021-12-10 12:36:19,54.210.234.62,US,"AS16509 Amazon.com, Inc. (AWS)",8307.95,0.00019075,NONE,0.0,0,0,No overt structural laundering pattern observed.
b52f9509dc1a3cd8473de38f442b3fc7cc4d5efaf83a755d1bd97b1486242279,1639146390,2021-12-10 14:26:30,54.210.145.150,US,"AS16509 Amazon.com, Inc. (AWS)",167190.29,0.0002187,NONE,0.0,0,0,No overt structural laundering pattern observed.
0dea65e9d80da59e5e240f40fa3eda524d961e611d424f0a99f0b55e4427a0a7,1639148152,2021-12-10 14:55:52,54.210.145.150,US,"AS16509 Amazon.com, Inc. (AWS)",197839.66,0.00013408,NONE,0.0,0,0,No overt structural laundering pattern observed.
502de6ac7492bd7e2f837c42a9cf90e15477afecc92b06556c37ba4f5f2517ec,1639148894,2021-12-10 15:08:14,54.210.145.150,US,"AS16509 Amazon.com, Inc. (AWS)",188171.23,9.615e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
7d15f65554f95d2cad64f3dc50b9dbb0bb8f2dc4cc3a7947f299310b35d441a5,1639151970,2021-12-10 15:59:30,54.210.145.150,US,"AS16509 Amazon.com, Inc. (AWS)",270243.83,8.494e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
d64d61f84161a8e3a42f626556f443a3e40bfe463be5d592e4f3a947372ddc19,1639195763,2021-12-11 04:09:23,212.48.80.106,RU,AS2500 PJSC Rostelecom,33512.42,8.142e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
2c05f0f57df6e1937499fc3ddd9cafbcc25d472ff7025cefbb6fcc62b60d5190,1639210155,2021-12-11 08:09:15,3.80.152.179,US,"AS16509 Amazon.com, Inc. (AWS)",2229.58,0.00018609,NONE,0.0,0,0,No overt structural laundering pattern observed.
d1cb730cf6c8980afdd016bdf73a85d2d423c9ad459131f7ceba493e5beee132,1639293164,2021-12-12 07:12:44,104.24.125.28,US,"AS13335 Cloudflare, Inc.",41661.89,0.00018138,NONE,0.0,0,0,No overt structural laundering pattern observed.
f681c3ab40a660ad962eff87028385ef3f8bf7e1a0281532a0666d51730e260c,1639336811,2021-12-12 19:20:11,125.16.184.66,IN,AS9498 BHARTI Airtel Ltd.,4110.49,0.00017498,NONE,0.0,0,0,No overt structural laundering pattern observed.
d6639b2bd8b15533286d640d1fdf4e71147f47dd68ce07940050b9bf61f7e14d,1639344407,2021-12-12 21:26:47,3.80.63.58,US,"AS16509 Amazon.com, Inc. (AWS)",1645.36,2.727e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
5168cbc1d345b6b46dc2af4918eb657e79ee10c12f676502f67bbdd3fd7fc19e,1639345135,2021-12-12 21:38:55,35.160.11.20,US,"AS16509 Amazon.com, Inc. (AWS)",3754.77,2.633e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
73589718ab02a2c70c7c1d52623cde7590f333066423392fde8ff1378c061f67,1639396268,2021-12-13 11:51:08,34.65.228.111,US,AS15169 Google LLC,5248.89,0.00018887,NONE,0.0,0,0,No overt structural laundering pattern observed.
da32435ecd1ac132fc4cd712205849616e2f7976916331f0e5b918290c91b7f5,1639403614,2021-12-13 13:53:34,172.67.155.201,US,"AS13335 Cloudflare, Inc.",2518.1,6.147e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
d02f7f56a7a560a4c767e34c5647ef94ac9ac872a9b22c5a848beee10557b49c,1639422916,2021-12-13 19:15:16,35.230.224.140,US,AS15169 Google LLC,69587.54,0.00012978,NONE,0.0,0,0,No overt structural laundering pattern observed.
2dc0e3160e8fc4edf54d0dc11f2293df8737b690571db5967cd8bfb6ae93e065,1639423023,2021-12-13 19:17:03,51.15.218.244,FR,AS12876 SCALEWAY S.A.S.,2732.31,0.00018028,NONE,0.0,0,0,No overt structural laundering pattern observed.
451ccf5a67b55315344d42c3ddf9a7abf6351a55425902dd876b9ab15448e0d3,1639426613,2021-12-13 20:16:53,51.15.5.188,FR,AS12876 SCALEWAY S.A.S.,1888.04,8.389e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
0405ddf46f2cace59be48cbfee5beccb6c09cf86cb63b9753c49874cef2b28fa,1639438415,2021-12-13 23:33:35,134.209.75.219,US,"AS14061 DigitalOcean, LLC",10933.71,0.00011634,NONE,0.0,0,0,No overt structural laundering pattern observed.
991a0c05161028e9063ac1f155ca786d0a5dbf8a04d0aca902df4cbe69a1a0b0,1639443625,2021-12-14 01:00:25,159.65.118.162,US,"AS14061 DigitalOcean, LLC",23606.33,1.853e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
104eebc15d073b45d5886ab08a5448bedd48198a4e3d186b31a0f3bf84405d7c,1639476349,2021-12-14 10:05:49,3.80.200.75,US,"AS16509 Amazon.com, Inc. (AWS)",93289.14,5.693e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
f75e5cf96f326c1bcc8cc2df5339442d2840a84683ccf1a0dd1dca030014561e,1639495004,2021-12-14 15:16:44,8.219.39.141,SG,AS37963 Alibaba Cloud,523.27,0.0001844,NONE,0.0,0,0,No overt structural laundering pattern observed.
2dc008d9e53f97a82c48e547c389375e3c1686d2d8c1cfd476bc266a5397cc73,1639498627,2021-12-14 16:17:07,213.120.99.142,GB,AS2856 British Telecommunications,7339.16,4.55e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
3f5fc78fa83f7fb2caff3db6a726236130a81181197e5d34e18c5dcd434f6367,1639530568,2021-12-15 01:09:28,52.170.39.224,US,AS8075 Microsoft Corporation,4283.62,0.00013185,NONE,0.0,0,0,No overt structural laundering pattern observed.
97ce993f2c4a2c6407ed06641fc43d8923d4c40d9e65629044ee062a7790aab5,1639536623,2021-12-15 02:50:23,35.230.35.71,US,AS15169 Google LLC,11393.45,0.00018739,NONE,0.0,0,0,No overt structural laundering pattern observed.
e46945ff6d9aff0dd9e0b2bda9ab7020c4f9da7312fcef6338ffef8717510cbe,1639545720,2021-12-15 05:22:00,35.160.219.117,US,"AS16509 Amazon.com, Inc. (AWS)",98932.47,0.00016311,NONE,0.0,0,0,No overt structural laundering pattern observed.
cf887a0ceeed6f6c2d89304551ba03cac42d94a3007a5f2c2c56557a6056e304,1639566277,2021-12-15 11:04:37,35.160.110.202,US,"AS16509 Amazon.com, Inc. (AWS)",7293.3,0.00017917,NONE,0.0,0,0,No overt structural laundering pattern observed.
7906450034ff614b6ccd483eccd1549d77973fe67e99a489dfd7e07af09db926,1639573445,2021-12-15 13:04:05,3.80.43.242,US,"AS16509 Amazon.com, Inc. (AWS)",2004.1,5.321e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
477b1d9af4bf6975d0115349bdd8e0eafead22679bb3cd381f30a3fcd20cb8f2,1639576274,2021-12-15 13:51:14,3.80.54.157,US,"AS16509 Amazon.com, Inc. (AWS)",19158.06,4.005e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
955ffe87e2939e303faa5c0fb83b271963fd716a29c731c584a7ff21ca85a72f,1639585342,2021-12-15 16:22:22,54.210.163.248,US,"AS16509 Amazon.com, Inc. (AWS)",2693.34,0.00014398,NONE,0.0,0,0,No overt structural laundering pattern observed.
38dad251da2de8221e839ca571077efe885eb893c88d0e63e941fcbb891752e2,1639608051,2021-12-15 22:40:51,136.243.94.10,DE,AS24940 Hetzner Online GmbH,1675.68,0.00013614,NONE,0.0,0,0,No overt structural laundering pattern observed.
6f434f4458322e781231b02200cae3ae50ce42a9ace45f4b7e6c1faf999e5703,1639615728,2021-12-16 00:48:48,163.172.10.246,FR,AS12876 SCALEWAY S.A.S.,1076.77,0.00015317,NONE,0.0,0,0,No overt structural laundering pattern observed.
4fc304891abb6921f6a032a1a3f765399fcf36c84d045177925845bd43122d52,1639618408,2021-12-16 01:33:28,51.254.23.217,FR,AS16276 OVH SAS,5948.41,0.00011779,NONE,0.0,0,0,No overt structural laundering pattern observed.
51c1ecbe490f73459761167ab8ee60e4d4a8ab5b780bb4edf514b63a9170f465,1639620695,2021-12-16 02:11:35,157.34.91.204,IN,AS55836 Reliance Jio Infocomm,7283.25,4.038e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
afb40af3cedeefc936f06eb2e72c35eae4729d6f783d0fb8558322cfe003a49c,1639621210,2021-12-16 02:20:10,86.130.97.28,GB,AS2856 British Telecommunications,8788.0,0.00010606,NONE,0.0,0,0,No overt structural laundering pattern observed.
bed9a2a8eeb54247a6019a386ded1f9440bedae8b2a558def573c91552781ecc,1639628423,2021-12-16 04:20:23,54.210.70.209,US,"AS16509 Amazon.com, Inc. (AWS)",8021.22,0.00011504,NONE,0.0,0,0,No overt structural laundering pattern observed.
7ca7e3d7a374b25b2a45fe22bbbbe713277ff96cdb8762386045b20b920ae1dd,1639636191,2021-12-16 06:29:51,51.15.214.51,FR,AS12876 SCALEWAY S.A.S.,2579.17,3.317e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
a533ee151dd4f287e2c4193f51bdd8ef7d7516672693c03c58ccbcaa280e0edb,1639666607,2021-12-16 14:56:47,54.210.16.41,US,"AS16509 Amazon.com, Inc. (AWS)",6364.65,0.00016482,NONE,0.0,0,0,No overt structural laundering pattern observed.
e13cd371500c69075204fa4e5298fe2b0d20e542584674a0b3193b973d474776,1639680614,2021-12-16 18:50:14,54.210.198.37,US,"AS16509 Amazon.com, Inc. (AWS)",1693.93,3.635e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
4269c9d40566595096c05333e9f922fe03aaf8ea0908e2fe5a8cec529a31eae9,1639685423,2021-12-16 20:10:23,34.65.64.210,US,AS15169 Google LLC,12072.31,9.637e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
06cff0c6b150d9f58614732cf9cd65724317f19db9a299c2af38fa4662b201ae,1639688284,2021-12-16 20:58:04,167.99.27.5,US,"AS14061 DigitalOcean, LLC",7083.21,7.689e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
ca7db002c0b684982492f09e3bba3f26a363ea18d99fafc32a04812694c831a0,1639692328,2021-12-16 22:05:28,159.65.23.63,US,"AS14061 DigitalOcean, LLC",4390.12,7.912e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
0291c94f751aa95f68a424b7aaf7c01fdb60972b044359b50802aec23c6ece3f,1639750355,2021-12-17 14:12:35,108.61.96.22,JP,AS20473 The Constant Company (Vultr),2410.5,9.275e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
f5992323ca81da69b0e7590490dfd7facc7f15aa631b5dd6f03c19391cd5df09,1639757726,2021-12-17 16:15:26,54.210.65.189,US,"AS16509 Amazon.com, Inc. (AWS)",8160.54,9.615e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
06d767e4d25b2928be7f0eca01461c1267eeca410a712c0468039f6f3cc2d5f2,1639812656,2021-12-18 07:30:56,54.210.62.46,US,"AS16509 Amazon.com, Inc. (AWS)",8446.07,7.733e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
6ee7a6e54616c10b57d031a78bd4dcb88c4d3efe079fafe0af1fdc176db77a57,1639905222,2021-12-19 09:13:42,8.219.92.204,SG,AS37963 Alibaba Cloud,3487.31,0.00013202,NONE,0.0,0,0,No overt structural laundering pattern observed.
772caf8f2ea87c8b015367b7ffcbccc84956cbed72baae2db400d1b26d3c17d7,1639926513,2021-12-19 15:08:33,35.230.13.190,US,AS15169 Google LLC,1029.87,0.00017418,NONE,0.0,0,0,No overt structural laundering pattern observed.
eac4c00f2d7c6b898677f169d586ffacb214dda7a844c323053a7112844696ee,1639934802,2021-12-19 17:26:42,88.198.240.165,DE,AS24940 Hetzner Online GmbH,4120.01,0.00019162,NONE,0.0,0,0,No overt structural laundering pattern observed.
38337e62b69065ed9f1674290da6531d4320c41954e704033d752061628c6a56,1639953763,2021-12-19 22:42:43,47.74.88.44,SG,AS37963 Alibaba Cloud,8526.18,0.00013313,NONE,0.0,0,0,No overt structural laundering pattern observed.
c60a12c2c76099fa8ff1a9843944e2315a52fb612902f687d38431bc6e6eee2b,1639963001,2021-12-20 01:16:41,8.219.109.47,SG,AS37963 Alibaba Cloud,17031.64,0.00018975,NONE,0.0,0,0,No overt structural laundering pattern observed.
1de21a6e6304eecd35fc8b02d8f449f228af78e42f74ba576bb18b28870a14cc,1639980898,2021-12-20 06:14:58,88.198.222.196,DE,AS24940 Hetzner Online GmbH,3679.54,0.00017409,NONE,0.0,0,0,No overt structural laundering pattern observed.
34930f64c8e56d9247a57ffc3f1965928d010c609efa4f511e865caa7d72dc66,1640006625,2021-12-20 13:23:45,45.76.253.238,JP,AS20473 The Constant Company (Vultr),20309.14,6.979e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
cde2368ad225da5df51cd7c98c9bc008db87ce436243a909a96b953cf297e76d,1640084839,2021-12-21 11:07:19,3.80.224.122,US,"AS16509 Amazon.com, Inc. (AWS)",24544.39,0.00016213,NONE,0.0,0,0,No overt structural laundering pattern observed.
b7813187f1a41e2c8e1c2972ac3d1a2fa5a91ad0f6fb7772a5ef8a0211bf2fc0,1640086308,2021-12-21 11:31:48,159.65.62.207,US,"AS14061 DigitalOcean, LLC",1946.37,0.00017296,NONE,0.0,0,0,No overt structural laundering pattern observed.
92f9e8d954c43d277e40de64dbb83e48189549b12ed90155ec88819d0d420a3b,1640134165,2021-12-22 00:49:25,88.198.27.50,DE,AS24940 Hetzner Online GmbH,9673.12,0.00010746,NONE,0.0,0,0,No overt structural laundering pattern observed.
a7751be59f51cc7da084ddf32e7e4f0ca4c1e33709b380e623ba9b8dae375b76,1640161327,2021-12-22 08:22:07,35.160.59.248,US,"AS16509 Amazon.com, Inc. (AWS)",12407.54,5.443e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
0b4644be8f0c834839c69a5a2bd025b220be3ce7b575febfc6433cb8e6332a10,1640161678,2021-12-22 08:27:58,8.219.141.37,SG,AS37963 Alibaba Cloud,6929.62,0.00013773,NONE,0.0,0,0,No overt structural laundering pattern observed.
d3987971f6895d23bfa0750781055b2b6569c7d299d8005d57f8c430cced2eb2,1640184400,2021-12-22 14:46:40,104.24.67.237,US,"AS13335 Cloudflare, Inc.",3319.08,0.00012272,NONE,0.0,0,0,No overt structural laundering pattern observed.
7580121c489fb0bf9e7e19cc5bcf4f424c393813f203d4d8a8d046762736977e,1640184983,2021-12-22 14:56:23,34.120.125.82,US,AS15169 Google LLC,0.34,1e-08,NONE,0.0,0,0,No overt structural laundering pattern observed.
5f5d99cbbf35236cb3da3229ab99c97d93de1a9df4cccb4f7bb43335c5956fc1,1640191210,2021-12-22 16:40:10,3.80.150.101,US,"AS16509 Amazon.com, Inc. (AWS)",6848.78,0.0001099,NONE,0.0,0,0,No overt structural laundering pattern observed.
70307a77ee5778ea4ef58bcfa0259ba85d803579ad33cc7ff34ef41b3df25db7,1640217540,2021-12-22 23:59:00,104.24.30.219,US,"AS13335 Cloudflare, Inc.",11823.24,0.00013598,NONE,0.0,0,0,No overt structural laundering pattern observed.
5c76976325d6148921b684f36fe101c905cd60c0691b1405aeb3f572a91195ba,1640223977,2021-12-23 01:46:17,3.80.157.156,US,"AS16509 Amazon.com, Inc. (AWS)",1413.43,4.19e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
f372afe114e3400ca89e5b004e174db684f9ee1dcb1c95b1b7a0d0684e4cc221,1640235465,2021-12-23 04:57:45,20.42.5.242,US,AS8075 Microsoft Corporation,2669.58,0.00012379,NONE,0.0,0,0,No overt structural laundering pattern observed.
c423180ee60b86c8f45f214d48047bc5756d8deaed4c179cbebc44f43dc2e5d6,1640259583,2021-12-23 11:39:43,149.202.102.176,FR,AS16276 OVH SAS,10586.29,6.373e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
2844c440282b7bffbe9e68ae70806bac3ff04c3979227aae0302d16382db4d69,1640327229,2021-12-24 06:27:09,217.182.76.177,FR,AS16276 OVH SAS,946.32,3.641e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
226416d0322fe2cc1af8e37fe9d814acfcb9c66024dd26f703cf593f5b9b2738,1640352842,2021-12-24 13:34:02,3.80.200.58,US,"AS16509 Amazon.com, Inc. (AWS)",8329.51,4.169e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
b319ee7bddffe021781a2bb290d031b3943498c7015501570a2361faf66c1911,1640354036,2021-12-24 13:53:56,125.16.158.34,IN,AS9498 BHARTI Airtel Ltd.,1721.74,0.00010605,NONE,0.0,0,0,No overt structural laundering pattern observed.
0605cf279f4c5691e3bb97ab0ead79bf888689add3bbb610d663a93bf89a7c95,1640395047,2021-12-25 01:17:27,51.254.216.128,FR,AS16276 OVH SAS,1034.13,6.947e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
809584b5743d999955fcfbf1c0399269faaa2eefde65d5a55e14a54e687516cb,1640409840,2021-12-25 05:24:00,217.80.5.32,DE,AS3320 Deutsche Telekom AG,1221.47,8.278e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
c32b7940f228e4a3abf978d748100352400d6f996898118ba07c25237fe851fd,1640417341,2021-12-25 07:29:01,3.80.50.193,US,"AS16509 Amazon.com, Inc. (AWS)",12178.64,0.00011694,NONE,0.0,0,0,No overt structural laundering pattern observed.
78aadb9bbf4baa202d7003cfaa4f1ab75c7080ef20a460e6318bff78dc04eafb,1640418781,2021-12-25 07:53:01,167.99.135.191,US,"AS14061 DigitalOcean, LLC",5961.3,1.911e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
eba185aecf7b2ce7d71c4059a3e4f788b34add88e7c2b77bd8175c2f8da626c0,1640434502,2021-12-25 12:15:02,54.210.193.180,US,"AS16509 Amazon.com, Inc. (AWS)",20691.12,0.00042,COINJOIN_MIXING,0.95,1,6,CoinJoin/Mixing detected: 6 inputs mixed into 12 outputs. Anonymity set of 6 participants with equal denomination of 0.01 BTC.
d655d6e68ea8727444af80d98369596acb8012a14e36cea3bd7500ffef84314f,1640454090,2021-12-25 17:41:30,185.182.43.68,NL,AS49981 WorldStream B.V.,6111.78,0.00018953,NONE,0.0,0,0,No overt structural laundering pattern observed.
30d3efea251acf23ffdd1d0f96f700e5e9317e9ffab32ca9279c8821c6752d4f,1640460493,2021-12-25 19:28:13,65.21.70.163,DE,AS24940 Hetzner Online GmbH,8639.86,2.762e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
b43615c3201503e10d3fd142b6d93bb8b0f134b3aefb5dee9a03113fcce018e4,1640496181,2021-12-26 05:23:01,34.65.139.161,US,AS15169 Google LLC,713.44,6.959e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
2f129d64ecceb1ead6dd74fd6d3e54ef370cf893e5d88dbfa9ba7334a6926323,1640518868,2021-12-26 11:41:08,34.120.236.247,US,AS15169 Google LLC,7763.04,1.415e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
3d71d19bdcb4ca9491e07cd193d0ae4c9e330a0430d7e17c564ba893896a09fd,1640526186,2021-12-26 13:43:06,163.172.18.54,FR,AS12876 SCALEWAY S.A.S.,5456.09,9.686e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
79b82e1b5cbceb3108a87084ec45b0cb3074f10a7d5b765ccf0e91ce48226051,1640527326,2021-12-26 14:02:06,34.65.207.125,US,AS15169 Google LLC,971.71,2.367e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
3a452fe87114aa1cd024cb7fbee52b1e3072917a9816ec1a15e372ec4aff4946,1640558970,2021-12-26 22:49:30,136.243.10.25,DE,AS24940 Hetzner Online GmbH,640.76,8.392e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
057945de23a60bca6d33924a1e9df3066f77111da31dc1b28622b1028df37ff9,1640606820,2021-12-27 12:07:00,65.21.76.125,DE,AS24940 Hetzner Online GmbH,3134.66,6.466e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
9974b3dc55429ab2596a66128eb9d9fdf22df11ff6040880196610b2a1dc1c48,1640640967,2021-12-27 21:36:07,35.160.204.240,US,"AS16509 Amazon.com, Inc. (AWS)",7245.74,2.692e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
9c78039da95cd6caf57d2bc6ea5902720b9507027f476f6ce1f8abff22234999,1640664661,2021-12-28 04:11:01,65.21.85.7,DE,AS24940 Hetzner Online GmbH,11670.68,0.00018245,NONE,0.0,0,0,No overt structural laundering pattern observed.
1cb0315296b7aebd56709429d6df644c53999b7db722b1b29f22930b447d43cb,1640674850,2021-12-28 07:00:50,3.80.8.50,US,"AS16509 Amazon.com, Inc. (AWS)",2914.02,0.00014105,NONE,0.0,0,0,No overt structural laundering pattern observed.
58693efed70cb17c34f9dfcccf27b876a41a233e8d9d153de3aebd92c3a739e5,1640678770,2021-12-28 08:06:10,65.21.139.103,DE,AS24940 Hetzner Online GmbH,3941.8,8.381e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
c69e5f3e67e3d7193f8dd2d8fa51630d46f6ce943f374a2168d091d682e56d44,1640741618,2021-12-29 01:33:38,93.192.222.24,DE,AS3320 Deutsche Telekom AG,4316.57,0.0001512,NONE,0.0,0,0,No overt structural laundering pattern observed.
2683c3f5f901b378a93c9d22b974c11b554bb70cb454e96fc10300c7cc14c382,1640801967,2021-12-29 18:19:27,167.99.137.20,US,"AS14061 DigitalOcean, LLC",26638.75,0.00012328,NONE,0.0,0,0,No overt structural laundering pattern observed.
a5234fcad8e3f3224a2391f46295044ddbe978607bd1cff0deeba538c4d3d20c,1640843235,2021-12-30 05:47:15,3.80.60.182,US,"AS16509 Amazon.com, Inc. (AWS)",8153.69,0.00012759,NONE,0.0,0,0,No overt structural laundering pattern observed.
5b6ee82baab27c34ba6346c03cfc398b058e534063153884c0d35b779e106691,1640863557,2021-12-30 11:25:57,136.243.145.242,DE,AS24940 Hetzner Online GmbH,3107.36,0.00011477,NONE,0.0,0,0,No overt structural laundering pattern observed.
1b045580ed8037dc0b5b57b7cc44ce82132d7591ac71dea0b39dbc04e6009f33,1640867568,2021-12-30 12:32:48,3.80.98.20,US,"AS16509 Amazon.com, Inc. (AWS)",46110.53,0.00014691,NONE,0.0,0,0,No overt structural laundering pattern observed.
e768c2319f8ef2dcd84fe5c52f22a4c2f4ce7bca69a81976d83db2d57d4a411d,1640879703,2021-12-30 15:55:03,65.21.108.118,DE,AS24940 Hetzner Online GmbH,15628.07,0.00013509,NONE,0.0,0,0,No overt structural laundering pattern observed.
070c5d8e3e945c28d5a1b102f28473bf551ba8b41417c899e0a368f6d197b18e,1640940109,2021-12-31 08:41:49,3.80.158.177,US,"AS16509 Amazon.com, Inc. (AWS)",1929.15,0.00018844,NONE,0.0,0,0,No overt structural laundering pattern observed.
ee27c3ed12b478392437ecd555cd53e159b72210dff5143aa48f6dccea90095f,1640950387,2021-12-31 11:33:07,52.170.21.228,US,AS8075 Microsoft Corporation,12946.83,0.00012782,NONE,0.0,0,0,No overt structural laundering pattern observed.
760a448dbff1aea90c23de9ee46af1324841bbdf8a127408a317f79548ac303d,1640981178,2021-12-31 20:06:18,3.80.192.187,US,"AS16509 Amazon.com, Inc. (AWS)",39861.77,2.27754,NONE,0.0,0,0,No overt structural laundering pattern observed.
8d756e3d3db8b3c64bb0ff2ec9018e76b83fd82adcd5b111ea24e33bffda0d62,1641021734,2022-01-01 07:22:14,217.80.151.220,DE,AS3320 Deutsche Telekom AG,2715.08,0.00011504,NONE,0.0,0,0,No overt structural laundering pattern observed.
a819b0bd3d182f48b513ef1e2d5019a9612f07bc109865d9f62b2209803f3e43,1641023416,2022-01-01 07:50:16,167.99.230.112,US,"AS14061 DigitalOcean, LLC",28139.97,0.00017206,NONE,0.0,0,0,No overt structural laundering pattern observed.
72fb4a6da5b4bb202832deef071bd2063e431b440398da9ab1303b81835e62b9,1641054813,2022-01-01 16:33:33,163.172.100.168,FR,AS12876 SCALEWAY S.A.S.,1127.67,0.00014192,NONE,0.0,0,0,No overt structural laundering pattern observed.
8d0e1723f63bd3e63f98aab841f366d4b88382f4d2aa6196a55bd64983addd7b,1641056327,2022-01-01 16:58:47,136.243.180.30,DE,AS24940 Hetzner Online GmbH,8212.92,5.18e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
