txid,timestamp,datetime_utc,src_ip,dst_ip,src_port,dst_port,geo_country,asn,script_type,input_addresses,output_addresses,input_amounts,output_amounts,input_count,output_count,total_input_btc,total_output_btc,fee_btc,btc_price_usd,volume_usd,fee_usd,pattern_label
6795cef60f9063c31ab90ff2d961fae489ca7719504b755c38c1db44bcd37148,1644169343,2022-02-06 17:42:23,35.160.240.219,125.16.55.50,9498,8333,US,"AS16509 Amazon.com, Inc. (AWS)",Taproot,"[""bc1p4shk4rw76ks96xftkaecaccexy4ke08cvc696hrheqp7juzrrsxtuyshlc"", ""bc1p92qxsgv64vvrky3ua0mcsa07qs34c3xf3uwt9vt282j4xkmke2gmgm5vlz"", ""bc1pd3fy2hhqwkjs36tefnwvj6esqpwluqns7870wdpq2kst4qrfyhgyqrm8g7""]","[""bc1qy0a40nwzhnn5zyrzxynw75jdgxfxzfrjahty6y"", ""bc1phn330my26rajkatt6hzg47hu7kudwfhcrx3mgujnghff9cz3lv549sr5ca""]","[0.066337, 0.068988, 0.070809]","[0.116858, 0.089094]",3,2,0.206134,0.205952,0.00018172,55458.53,11421.8,10.0779,NORMAL
1976e198ff97aa69e49514024b5a3ab78d9d39c2363d398d31ee6d8e8c04b50c,1644209200,2022-02-07 04:46:40,149.28.34.48,163.172.194.240,32304,8333,JP,AS20473 The Constant Company (Vultr),P2WPKH,"[""bc1qkdywwpa86w44ug8kdmxnr9kp2ughluscrsmdug""]","[""bc1q59u6u6p686a9p6rfxku8vdmnhl7u5slcn3td54"", ""bc1qrwyl5gseht4pvr7r8fnyvwtnzvvnw3fy94jua9""]",[0.118371],"[0.064295, 0.053969]",1,2,0.118371,0.118264,0.00010651,55411.44,6553.18,5.9019,NORMAL
7f9b3e22c9dddb8440349fa188d6caf6e8217541ed1777cabc0ba292f3966bdf,1644271257,2022-02-07 22:00:57,3.80.27.210,167.99.139.190,18812,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2WPKH,"[""bc1qr6synm5sdatjuztwqxpt7qfa9amaqu9gkylhfk""]","[""bc1qd0txz2z3fglkgr29clctxcvgkqrucfnsqq7474"", ""bc1qfvsefrvvcuykvhkexfg23j82g2xqp2wtggnwqu""]",[0.020536],"[0.010755, 0.009591]",1,2,0.020536,0.020346,0.00018966,55309.17,1125.32,10.4899,NORMAL
389c59cb0fd63bc6878df9a5aec93b6f97a0e49ea68eadbfa890d2cf5bcdd7ec,1644303887,2022-02-08 07:04:47,51.15.7.105,45.76.183.42,4956,8333,FR,AS12876 SCALEWAY S.A.S.,P2WPKH,"[""bc1qca3wr8tjrvns50scpr8z4sv0wqmemrqlnympyl""]","[""bc1q7a6swf2azwf7v7utajcjpqk3su7wvvltp464ga"", ""bc1qzq2e3vwutnr5t648azy3ffacxfxh6stzpzw4m6""]",[0.080499],"[0.054716, 0.025698]",1,2,0.080499,0.080414,8.506e-05,55248.74,4442.77,4.6995,NORMAL
8ad992489db14387b6c92e0fc8ce5309fdd362373e5c57f6936fd144a7eeb1e1,1644322830,2022-02-08 12:20:30,104.24.21.183,34.65.22.221,59484,8333,US,"AS13335 Cloudflare, Inc.",P2WPKH,"[""bc1q7fh3za7qp7kcmeakwu0fssvhp9vxwex2cz7gjj""]","[""bc1q0yahj9ntmjs4c3r4j2pjx0f72ajht4ugy3kdgz""]",[3.265824],[3.26570071],1,1,3.265824,3.26570071,0.00012329,55230.17,180365.21,6.8093,NORMAL
6b42c12780163a0b2dc8a5c92b00438e47a498b09b7ea0163b225cbbea51e7cd,1644370813,2022-02-09 01:40:13,54.210.2.132,167.99.252.103,54928,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2SH,"[""3pAY8UbguFDkpuTcWngwv51Ln5Y""]","[""14eaUAtDmjzbE8jKVBdXxaoKskyCe"", ""3fud1E7kEtw5cPD27od2xpMLJajQ""]",[0.045157],"[0.015972, 0.029002]",1,2,0.045157,0.044974,0.00018323,55139.07,2479.82,10.1031,NORMAL
467502f04f2430cb20984f6df44c228f1def80c58021998675c4a6d61b61993b,1644432141,2022-02-09 18:42:21,34.120.215.231,47.74.14.45,11057,8333,US,AS15169 Google LLC,P2WSH,"[""bc1qdq52d7z9g4503df0v53qjws3yr8386wj0nd7s43prxq8wp9trdz4y4nvgz""]","[""3U8bNjDpMo9jVo4A23KvRw78Jj9DY"", ""bc1qtx93g6977n3j97alkg49szdcku36caddwq0naka2sym98u2cuuummgmm6m""]",[0.544307],"[0.341622, 0.202516]",1,2,0.544307,0.544138,0.00016871,55052.11,29955.95,9.2878,NORMAL
1d4de4048ff8c9ff293506b618e7196c308f0775deb9416b435bcc337d7422c7,1644445626,2022-02-09 22:27:06,34.65.144.210,88.198.43.239,8521,8333,US,AS15169 Google LLC,P2WPKH,"[""bc1qef4yqe7adtccrl3muak22uf7kwgksk95ljyrh5""]","[""bc1q2vacv473wawd9fw26tnvfz5rha04k449lyw93u"", ""bc1qr4v3jedz3f98wp0slnfpntttw9ked9flgc05te""]",[0.009612],"[0.003243, 0.006223]",1,2,0.009612,0.009466,0.0001465,55014.63,520.77,8.0596,NORMAL
057dc9ac997328ac4388d2f15f00c5837f5640095569f89087d260af25ab86d3,1644523189,2022-02-10 19:59:49,3.80.90.63,93.192.170.85,33078,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2WPKH,"[""bc1qufz0kf6ymph8n0afx69qhjmlnntugcn9u3nx4f""]","[""bc1qceqavhhevfsaergp37zsmkjyzx7tzcwv0cexwa"", ""bc1q59kzamyufqqrzq939qrazalvqn0grta45leuzu""]",[0.071909],"[0.034653, 0.037195]",1,2,0.071909,0.071848,6.144e-05,54912.5,3945.35,3.3738,NORMAL
784543487d9b3f1e3ee883960f445680db66981a6a7eff02b989a4745baf9ff8,1644529319,2022-02-10 21:41:59,52.170.93.204,3.80.90.143,25814,8333,US,AS8075 Microsoft Corporation,P2SH,"[""3sKeH4rC6cdjCH2jq83NK7eFUFD""]","[""34DMT86tJqos31X6TETZcgMswqcjq""]",[0.071703],[0.07162371],1,1,0.071703,0.07162371,7.929e-05,54898.81,3932.06,4.3529,NORMAL
4d5458e0fca1caf0db7a5936e821ff644d86436acec337f37227bace5ed819d1,1644554967,2022-02-11 04:49:27,3.80.203.9,136.243.186.250,50371,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2SH,"[""3iDVeRk9zGjF8MNugaz9Yf1Lh2SwY""]","[""bc1pgjj8k26v4we0ajueq236mf8ycghtdnf3aaez8qxrdkk7nwr4tlv9z39m99"", ""3YnuxgM8gRgint7y7fEGaNpmTUd9Xs3zA""]",[0.037535],"[0.012225, 0.025148]",1,2,0.037535,0.037373,0.00016151,54852.09,2049.99,8.8592,NORMAL
155657eaec06ad4b619c0f14c6eaa12925857b8d792d1b2478623e1923f56bf9,1644567823,2022-02-11 08:23:43,167.99.183.186,54.210.42.78,27553,8333,US,"AS14061 DigitalOcean, LLC",Taproot,"[""bc1p4xzev8cjgwutednqgtqkr7j8ryvw5p9xa4tgpjy67q9y82ljjm666dmftj""]","[""bc1pkrprf6n28utm2nvp6hku5khrnpdka8fd9kqgetuslldxjdmhfnyjkfkd4n"", ""bc1p7ylrm7x5wy8lxzeyc9wvz7xdyhh6zrnlcxr74gymr5dlkvuwf7ap8en733""]",[0.115359],"[0.048764, 0.066502]",1,2,0.115359,0.115266,9.271e-05,54816.88,6318.52,5.0821,NORMAL
800c21173d08ceba2884ec4763fdca9d2726dbcfba8b7acb4361a3f387f5f284,1644583537,2022-02-11 12:45:37,47.241.187.222,52.170.244.40,38183,8333,SG,AS37963 Alibaba Cloud,P2WPKH,"[""bc1qcgct7d7tpm79es4ur0jwckun4lrhh7rwhd97y4""]","[""3SuqPGhXAKY8r5tHnJsMj1Eb3EDLthsVp9"", ""bc1q6tr5uet2m7vpr8glme9s95y7reza93rp0uywde""]",[0.050681],"[0.029198, 0.021402]",1,2,0.050681,0.0506,8.114e-05,54816.69,2773.72,4.4478,NORMAL
3e5d0ce1a0949d08553a4d9cfd8249b0a877c22414456508cbd689e3291c426a,1644600606,2022-02-11 17:30:06,3.80.25.225,45.76.23.42,8258,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2SH,"[""3gDAujbsZXKACQA7cfnqEEpCQYNx""]","[""3FBRJkgQoSheAvaXH6j9GUnF5fsa6akZh6"", ""3SEijPHDb6qdeB5jvz1yzNuhv3p8kCSkeP""]",[0.008574],"[0.005064, 0.003418]",1,2,0.008574,0.008482,9.19e-05,54764.26,464.51,5.0328,NORMAL
156fd99c33ba835a828047907514c3eeea88da3d94ee6b20f86d83b082bf13ee,1644634127,2022-02-12 02:48:47,40.114.218.61,65.21.135.125,60059,8332,US,AS8075 Microsoft Corporation,P2SH,"[""3PsfJWQnnoTcNfrQ5WLEzRZe5d7""]","[""bc1prwg7yxykxjnllccyv7z5kg859t6yejmjkxjc6r590rgdmc0m764vk3wjt6"", ""34eJYSFDJXtm8Ep843S7meaHq2zkftWZc""]",[32.775291],"[0.120928, 32.654324]",1,2,32.775291,32.775252,3.901e-05,54710.98,1793166.16,2.1343,PEELING_CHAIN
261439b3a5ace0fb4ee29df92559b5581538d732ad2d02871d917ba87d386458,1644636400,2022-02-12 03:26:40,40.114.218.61,8.219.74.223,50999,8333,US,AS8075 Microsoft Corporation,P2SH,"[""34eJYSFDJXtm8Ep843S7meaHq2zkftWZc""]","[""bc1q5dvyp23jcczl0wal0p4xnu7m93cz2r7ka8aya9"", ""3j94wJBnAdkxDybYfKpGpcUvFfWWxEtRj""]",[32.654324],"[0.184266, 32.470018]",1,2,32.654324,32.654284,3.986e-05,54708.01,1786450.9,2.1807,PEELING_CHAIN
ac522de6f57a0962c180ba2a30d32a179529f428046d16f702951cf9f030e837,1644637337,2022-02-12 03:42:17,40.114.218.61,149.202.144.185,20273,8333,US,AS8075 Microsoft Corporation,P2SH,"[""3j94wJBnAdkxDybYfKpGpcUvFfWWxEtRj""]","[""bc1q4f772nw4dkg3zv2vk60dhv3p832h6uzzp7ne09"", ""3zH3d5b6p58m1RHoTafZwSyHyuqt""]",[32.470018],"[0.096318, 32.373624]",1,2,32.470018,32.469942,7.61e-05,54726.63,1776970.5,4.1647,PEELING_CHAIN
89329bc19bb44f3e0d91d7f326cab0bdb4fec8fc2d8b9ae54023badeca64bb2b,1644638063,2022-02-12 03:54:23,65.21.120.77,51.15.155.116,31541,8334,DE,AS24940 Hetzner Online GmbH,P2SH,"[""3zH3d5b6p58m1RHoTafZwSyHyuqt""]","[""3M4DLgvrzedi4bTY3LvmrqDxGJZpq1"", ""3VZ35MhoonMwUahtHGDC6Hrvoe3W""]",[32.373624],"[0.306527, 32.066953]",1,2,32.373624,32.37348,0.00014448,54691.49,1770553.86,7.9018,PEELING_CHAIN
aeb0560d64962b954627639d5d2f5cb6131c1b40f6e30fde50fb4100ee8a29a8,1644639332,2022-02-12 04:15:32,65.21.120.77,182.72.156.163,22046,8333,DE,AS24940 Hetzner Online GmbH,P2SH,"[""3VZ35MhoonMwUahtHGDC6Hrvoe3W""]","[""34cvFcPm8y1P8jiJvmVJ2BgAYAC4v"", ""3yqEFErq3dh7PHYVBEV1Ew36Jiq""]",[32.066953],"[0.218104, 31.848766]",1,2,32.066953,32.06687,8.288e-05,54700.37,1754069.65,4.5336,PEELING_CHAIN
7a181937fdc03c2a3f24fe4277d229602d6d5e7407dfe68ffad97bad189e51e2,1644640920,2022-02-12 04:42:00,65.21.120.77,51.15.60.133,45949,8333,DE,AS24940 Hetzner Online GmbH,P2SH,"[""3yqEFErq3dh7PHYVBEV1Ew36Jiq""]","[""bc1qtzvds56hetaayhx8ajr3pewphyp5jnlwmq5zhr"", ""3Rzrnx5fNoG3tXEj28iPfbz6xsEQVrxdiX""]",[31.848766],"[0.176419, 31.672215]",1,2,31.848766,31.848634,0.00013244,54700.84,1742147.03,7.2446,PEELING_CHAIN
00fdee4336968ce1d918f0c6b6aa388479a1bcb28f607ae7078dd72a98b8ac70,1644642975,2022-02-12 05:16:15,65.21.120.77,35.230.210.167,5085,18333,DE,AS24940 Hetzner Online GmbH,P2SH,"[""3Rzrnx5fNoG3tXEj28iPfbz6xsEQVrxdiX""]","[""bc1q509k657xa62s3ydvwk6qnrsxauth3nx6el33sq"", ""31tmoGzNk6qjSPaFb12UPSXu8JpcCDDx""]",[31.672215],"[0.174783, 31.497331]",1,2,31.672215,31.672114,0.00010096,54705.23,1732630.28,5.523,PEELING_CHAIN
9c2bfdd76e834d103af7e6dc2b999f7c9bd6fa94c539c8479d5eee30edd9e968,1644643126,2022-02-12 05:18:46,65.21.120.77,35.160.19.214,57223,8333,DE,AS24940 Hetzner Online GmbH,P2SH,"[""31tmoGzNk6qjSPaFb12UPSXu8JpcCDDx""]","[""3hDAoURPd9KJPjwvggyK7mS4wQMuwFDyYT"", ""3dB8LsccJSJNd81EWw7QwQ8833cVE4rV1Y""]",[31.497331],"[0.250226, 31.247011]",1,2,31.497331,31.497237,9.427e-05,54710.78,1723238.4,5.1576,PEELING_CHAIN
1b9b68933c84beeb2d0ab65f8f3e48ff6ba949a2101f1f79254e18e1fa6b923f,1644643339,2022-02-12 05:22:19,104.24.55.199,54.210.210.179,64288,8334,US,"AS13335 Cloudflare, Inc.",P2SH,"[""3dB8LsccJSJNd81EWw7QwQ8833cVE4rV1Y""]","[""bc1qeyycrp5mmnwsr5qj768fhlwh06th943zj3p99g"", ""3w9EJPFfb3tM32qo4WPBqMQyEHv5o1cj""]",[31.247011],"[0.308017, 30.938934]",1,2,31.247011,31.246951,5.995e-05,54678.08,1708523.29,3.278,PEELING_CHAIN
3e4f86df675f20f573d1afa27c353304b44b5aa8362040b0913e5be1b99d9910,1644645037,2022-02-12 05:50:37,104.24.55.199,217.182.33.227,37026,8333,US,"AS13335 Cloudflare, Inc.",P2SH,"[""3w9EJPFfb3tM32qo4WPBqMQyEHv5o1cj""]","[""bc1qka9d7m2u5nh7unwjh9z0qlzysfdxwsghgwrmav"", ""3PTQ4JWxZgUEGbg7cAvYk68kFL9V""]",[30.938934],"[0.266075, 30.672748]",1,2,30.938934,30.938823,0.00011123,54721.18,1693008.9,6.0866,PEELING_CHAIN
29b537de9a4e5bff6f8d8ee29309e74d104fe75fadb568532fe25b46ab8d87c3,1644647372,2022-02-12 06:29:32,104.24.55.199,40.114.171.215,16492,8333,US,"AS13335 Cloudflare, Inc.",P2SH,"[""3PTQ4JWxZgUEGbg7cAvYk68kFL9V""]","[""3N2ACUZVsNqWU22cTyP6a9M1JQKy"", ""3Ck4zA1rviDjuffDifvPJm4fPX8Y""]",[30.672748],"[0.156014, 30.516683]",1,2,30.672748,30.672697,5.088e-05,54716.38,1678298.94,2.784,PEELING_CHAIN
dcf010504034ac4b8bd9d3d0019f8cfba5e6fa1c273db3e3fd17a5d4d0fd5d09,1644648797,2022-02-12 06:53:17,104.24.55.199,159.65.105.112,27604,8333,US,"AS13335 Cloudflare, Inc.",P2SH,"[""3Ck4zA1rviDjuffDifvPJm4fPX8Y""]","[""1tBWMaCGfBtLnU4EYReLpnFZgKS8"", ""3xmPRuoLdJ3G8vzjruufvnKbZ34hQGoH""]",[30.516683],"[0.108518, 30.40803]",1,2,30.516683,30.516548,0.00013451,54684.44,1668780.34,7.3556,PEELING_CHAIN
2f93a723259b83fa250b33d347cdc0428232321ddf69cc320c48f075922cfaf9,1644650143,2022-02-12 07:15:43,104.24.55.199,35.160.37.92,25971,8333,US,"AS13335 Cloudflare, Inc.",P2SH,"[""3xmPRuoLdJ3G8vzjruufvnKbZ34hQGoH""]","[""bc1q2zj6k0udfqhhde53jmdyu7hhaavcklm3pyctsy"", ""3xMRexeHmhWxkaLMisTt5b9AbcQoR9""]",[30.40803],"[0.063572, 30.344399]",1,2,30.40803,30.407971,5.917e-05,54687.77,1662944.12,3.2359,PEELING_CHAIN
82905b767b598ba7211c3fb6e28f2b9015a607911c6228539af9bce8164d4ca6,1644652346,2022-02-12 07:52:26,104.24.55.199,51.254.8.39,40138,8332,US,"AS13335 Cloudflare, Inc.",P2SH,"[""3xMRexeHmhWxkaLMisTt5b9AbcQoR9""]","[""bc1qhw45tmw2lqgrpk68s4pz56fzg5m7vk483f72cy"", ""35YdDg6WSGz2s387RxuxdKpre8uwjUULGt""]",[30.344399],"[0.055271, 30.288987]",1,2,30.344399,30.344258,0.00014147,54706.17,1660018.14,7.7393,PEELING_CHAIN
323e2d37440df58616fd10db3039a7365b89ef84dac6214c6d6dade5233f7713,1644675391,2022-02-12 14:16:31,217.80.42.24,65.21.161.84,11159,8333,DE,AS3320 Deutsche Telekom AG,P2SH,"[""3NrWiSR7G8zh2L8jtc1hkobNMbq1""]","[""3WS9FSBkePUghHxEoWowTq92bfh6s9Nw"", ""365Z6wK4HFEHqZLW9yyi7rZyW1tF3""]",[0.058025],"[0.020619, 0.037219]",1,2,0.058025,0.057838,0.00018712,54676.96,3162.41,10.2312,NORMAL
eca0d33c4765889911e9f59160c1b08dc76fed9f0fb13a5dbe2785bf4746d0b7,1644702181,2022-02-12 21:43:01,40.114.116.30,35.160.13.99,2714,8333,US,AS8075 Microsoft Corporation,P2WPKH,"[""bc1qqvtyzm4ugs8gmj87djfjcjmxkf4cl5rsj465wl""]","[""bc1qvjxafxdzycs4cnw2wv5lvvt3xz42kk82d6pc5w"", ""bc1qpeagy5n4mmlwz046hujg6v73d3zdvjmqt5f32e""]",[0.031812],"[0.019724, 0.011938]",1,2,0.031812,0.031662,0.00015026,54611.68,1729.12,8.206,NORMAL
0cf04b56faae4764d9683804a735470755a3850aa23735ae0fc13d7e97f2a15d,1644743486,2022-02-13 09:11:26,8.219.246.55,212.48.34.59,57166,8333,SG,AS37963 Alibaba Cloud,Taproot,"[""bc1p7jyyfg0s3x7ue7nq4n2rguc2lv07wq3gz5vzpqxwva6s45z3vl42xv7xw0""]","[""bc1qq58slngkag5860dqewpx4928yss36amq6hxwnm"", ""bc1pn20kpjfenf4leujm2mawj05yljtak85axfnrx0v69gq3aveqyh6gprktdx""]",[0.049407],"[0.020791, 0.028472]",1,2,0.049407,0.049263,0.00014351,54554.81,2687.53,7.8292,NORMAL
2d914e887326caa60dd82da47b06ea4f83593baba330390a2feaaa601a7bbc21,1644749388,2022-02-13 10:49:48,20.42.185.85,172.67.47.163,8153,8333,US,AS8075 Microsoft Corporation,P2SH,"[""3G23P72wCaoyMYoyUHhUuZutAJWyucL2""]","[""bc1qg7h6ju5hdc7wp7a0ulnee8pfashg5005tz8vu8"", ""3sVwZZiwTBMJKQYLbEvVPZmXFT96J""]",[0.765279],"[0.343185, 0.422082]",1,2,0.765279,0.765267,1.186e-05,54554.42,41748.7,0.647,NORMAL
a938fe763b29e5452a7c1fa24888151509adb85ddfaba317333dcc144362aaa2,1644762417,2022-02-13 14:26:57,45.76.190.173,35.230.130.5,55152,18333,JP,AS20473 The Constant Company (Vultr),P2SH,"[""3MFQ2KLDYLd83UuurR42W4j7P4T""]","[""bc1q4tnzd7wmx2z085ludl7navsxzua5tjg0vtx5fs"", ""3o5htMDP3zd3tj6AjiouJVp2UzBJ""]",[0.52126],"[0.267574, 0.253504]",1,2,0.52126,0.521078,0.00018187,54518.47,28408.38,9.9153,NORMAL
8af446555041b315f73277b14536001c1b02302616cd3fb17e01e8e2d468ec64,1644781004,2022-02-13 19:36:44,65.21.167.18,35.160.163.181,18121,8333,DE,AS24940 Hetzner Online GmbH,Taproot,"[""bc1pn96nfqwlzt837zdrqjzcykr745exmlpymyzzcj4c4wr0u4amv7ys2ykxjl""]","[""bc1pszgn69tyrfppcjmuzkxmmel88yvwekkeq5q6uh43jvf5qlqvp4nv7cvw5h"", ""bc1px9ce00sjjs4872m22gash2uxtn2yeae9ftla6uuvvwgj7tyrpvszs9pflr""]",[0.028573],"[0.008717, 0.019761]",1,2,0.028573,0.028478,9.489e-05,54459.64,1550.9,5.1677,NORMAL
6d704da1e56dbb4532933daa7cd37385cef2296a97e1ee6094f0d460800f62c6,1644902354,2022-02-15 05:19:14,35.160.156.107,34.120.104.42,26719,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2WPKH,"[""bc1qe7aykgn940m9edfcpxu7ezpkcpqeyf0at68rt4""]","[""bc1qk2ctmu0lx7d98kkf579j6h0ardmmwemdfg6jz2"", ""bc1qa40de0ujd3pc563hlaxf8x9epsk5ghc00ny0ud""]",[0.185571],"[0.094129, 0.09138]",1,2,0.185571,0.185509,6.201e-05,54261.42,10065.98,3.3648,NORMAL
177cac821068d396e5627d749bf73512aba8bfdf02d071ed5e069ffb8bb8221e,1644908002,2022-02-15 06:53:22,35.160.16.225,35.160.126.121,65122,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2WPKH,"[""bc1qlc3h4gxgrcp4mkd8xjchvzmn223w4yzadlvjsj""]","[""bc1qg4jvacjkamawrsshe2xshnxfvkcsf6ttqthjc0""]",[0.611635],[0.61158],1,1,0.611635,0.61158,5.5e-05,54284.46,33199.29,2.9856,NORMAL
b55d3186ebcf423d579b6145de4733b04f166073a0b64698d8fada1ddc0c93a7,1644942720,2022-02-15 16:32:00,149.202.201.192,104.24.229.106,54985,8333,FR,AS16276 OVH SAS,P2WPKH,"[""bc1qyhsy5kzm9lezs5s7jeyxzas2wl2fk9uqxyq86v"", ""bc1q7sf3ye66n95q56mvfd39esyv99srxuhav5twkq""]","[""bc1qyz2y803845mg6zgtn5npfc4nvd3tdw6x000m3f"", ""bc1qn03p9lnacn20xnnzzvsl5dndje2mhyyqkaxm0t""]","[0.131819, 0.132456]","[0.184116, 0.08014]",2,2,0.264275,0.264256,1.895e-05,54231.24,14330.93,1.0277,NORMAL
dbcae0feae532bb2116d2c78538df11fd2e8bea3a4cf4ef19f85faa5bb2fa663,1644963322,2022-02-15 22:15:22,51.15.151.160,213.120.67.253,23066,8333,FR,AS12876 SCALEWAY S.A.S.,P2WPKH,"[""bc1qjta8ayvu4en6u8sw63wc9a5q7qrfhx28ez2500""]","[""3BC35Fd95T2hyd9AaxgDW1pfogx"", ""bc1qlt600fvwrqfd2528f3qzcgg3x7nezpe32samp2""]",[1.03513],"[0.670465, 0.364642]",1,2,1.03513,1.035107,2.313e-05,54187.83,56090.2,1.2534,NORMAL
ecc3c8e1141f20f0cb0b819b460e839324afff346fadd28eddeca5ee74029fa0,1644970791,2022-02-16 00:19:51,65.21.214.95,172.67.119.63,47568,8333,DE,AS24940 Hetzner Online GmbH,Taproot,"[""bc1prkacmyjk7z7yk4vn2qxf3rpdhpue4ak5jhr8ulmzyfc4u3ffv9c3ewzznq""]","[""bc1qfmsdqy2zs7ywa2l89a4h7s45f30wpm734nlern"", ""bc1psxfww0afxh6e64n9027y5rmemf67p4h8n0lledem0j02425c9x99qfml9f""]",[0.28706],"[0.151462, 0.135551]",1,2,0.28706,0.287013,4.695e-05,54197.3,15555.33,2.5446,NORMAL
2877db84f72340f3b87ba94d6079d9f4fd53a95b721bf8c18eb0e478675c3aef,1644973170,2022-02-16 00:59:30,217.182.249.92,104.24.186.188,8124,8333,FR,AS16276 OVH SAS,P2WPKH,"[""bc1qd2gluue9pnufjj6pxyp35hukrp958ewdlzpcz5""]","[""bc1punnm4szcax3v6d4euzkzqtp88wgns6qcgyaar8cq97lg9d3lqljlxzcal2"", ""bc1qk2ays8yuezd87ztnvlrf0pmh7cgxwuw9tlt4e5""]",[0.054591],"[0.018756, 0.035759]",1,2,0.054591,0.054515,7.55e-05,54166.18,2952.87,4.0895,NORMAL
4561038368358e8f906241ddfcbb0f3d4c5b78517a8acc1cdac3454151400d6b,1644995582,2022-02-16 07:13:02,3.80.38.64,54.210.81.232,34436,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2SH,"[""3mfn7wuZY2enJMFrXUkjqoNRggB""]","[""bc1qspsavwz6tv4za4wrrennskfl9g6cvpxkgtr6zu"", ""3qacQCdHNAchYqoU2DXWeo91Vdui8""]",[0.114027],"[0.055576, 0.058314]",1,2,0.114027,0.11389,0.00013685,54142.79,6166.32,7.4094,NORMAL
df6aca36d93e9f384e1156522cc95255f72354d29d0aa8f22d3cca00c33581f6,1645049543,2022-02-16 22:12:23,65.21.191.46,217.182.61.93,55583,8333,DE,AS24940 Hetzner Online GmbH,P2WPKH,"[""bc1qshwpzav39hf73f9f80vrj0r8rlkvanxt6pp2mu"", ""bc1qcysgpcfjagp2fkvmk5ffp5vjrwqtkxka8ey4n6""]","[""3L7bQk3V5vq5EZDvijP5HUGQKWSQbJb"", ""bc1q5na6tqmwjcldaptx7e87svg6n972thh8jk4p8t""]","[0.055101, 0.056036]","[0.033997, 0.077094]",2,2,0.111137,0.111091,4.603e-05,54046.66,6004.1,2.4878,NORMAL
03db065abe0d26a5d7e083b1249610fa64130306cdbaefc0e058f49c546331e0,1645075247,2022-02-17 05:20:47,159.65.253.144,3.80.129.195,45298,8333,US,"AS14061 DigitalOcean, LLC",P2WPKH,"[""bc1qq4sqzse2nsf5cz86d76v3v7a7pqak9ywat0dhr"", ""bc1q7wgmd8a5jwp9p300lhfj4cxtnsuz5380jf9qje""]","[""3fvKvPEsX4Bvc8WB9jS9hyGiRBTFW""]","[0.014391, 0.011515]",[0.02573082],2,1,0.025906,0.02573082,0.00017518,53982.85,1389.02,9.4567,NORMAL
a53c3cdef103d45934f3df5053992021c91b4ac5535d3c6fccf6678c7f936cf2,1645222683,2022-02-18 22:18:03,182.72.25.227,35.160.218.230,30254,8334,IN,AS9498 BHARTI Airtel Ltd.,Taproot,"[""bc1pxvyy34z2dalyz5pwj2eh6rvj260ldr5fh5zl5nc37clh9hf9y4qeq53dg8""]","[""bc1pqn89v2eeyjdq92nuvufclwu6lmc64wdxvtn9hwz73unag7cjaf0tgyw599"", ""bc1p952k7rfltzf74xgs9clzjm7htnyxwj9wyry6shv5325yqwgc6d4zd42cry""]",[0.013229],"[0.005698, 0.007483]",1,2,0.013229,0.013181,4.83e-05,53751.64,708.5,2.5962,NORMAL
ffca0b76b1f03423488901332c836b48aea710e7595dfc81f28d6fc879d3d34a,1645227462,2022-02-18 23:37:42,198.41.181.167,136.243.235.112,24621,8333,US,"AS13335 Cloudflare, Inc.",P2WPKH,"[""bc1q3xm94d3c7fvadpjvl5zuwshll065la3hdswqxm""]","[""bc1p9k5uwe7d7h64m7cxv522l5eq3n09kdqk375hsazt6klkn7s06q2f394duj""]",[0.513073],[0.51298964],1,1,0.513073,0.51298964,8.336e-05,53755.97,27576.26,4.4811,NORMAL
74b5ac4b0a1b00e487e0339400590371072b04ec4df569d1aea5a5c3f21d0e75,1645235391,2022-02-19 01:49:51,54.210.212.98,3.80.56.215,10795,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2WPKH,"[""bc1q7nxknzxg6fva6yzx4huv4r58kkw64kh6jnpcnq"", ""bc1q5gv4puns904fer453504cmtk78nqwqkcdg4qau""]","[""1JBVFEmgpgZtNLKM39DTHKnj4aw"", ""bc1qjn5dfsyajahlqf77jfefjftepzm9fcj3jn5nsl""]","[0.016355, 0.014695]","[0.016708, 0.014152]",2,2,0.03105,0.03086,0.00019006,53752.68,1658.81,10.2162,NORMAL
